image_name,identity_name,ethnicity,Age,children_agegroup
m.02qtsq__0007,m.02qtsq_,Indian,50,
m.02qttd_0001,m.02qttd,Indian,80,
m.02qttd_0002,m.02qttd,Indian,76,
m.02qttd_0004,m.02qttd,Indian,81,
m.02qv6d7_0001,m.02qv6d7,Indian,42,
m.02qv6d7_0002,m.02qv6d7,Indian,40,
m.02qv6d7_0003,m.02qv6d7,Indian,29,
m.02qvhbb_0001,m.02qvhbb,Indian,55,
m.02qvhbb_0002,m.02qvhbb,Indian,53,
m.02qvhbb_0003,m.02qvhbb,Indian,40,
m.02qvhbb_0004,m.02qvhbb,Indian,45,
m.02qxp7h_0001,m.02qxp7h,Indian,60,
m.02qxp7h_0002,m.02qxp7h,Indian,47,
m.02qxp7h_0003,m.02qxp7h,Indian,61,
m.02qxzl__0001,m.02qxzl_,Indian,39,
m.02qxzl__0002,m.02qxzl_,Indian,38,
m.02qxzl__0003,m.02qxzl_,Indian,43,
m.02qys3__0001,m.02qys3_,Indian,26,
m.02qys3__0002,m.02qys3_,Indian,27,
m.02qys3__0003,m.02qys3_,Indian,24,
m.02qytnc_0001,m.02qytnc,Indian,54,
m.02qytnc_0002,m.02qytnc,Indian,47,
m.02q_47r_0001,m.02q_47r,Indian,53,
m.02q_47r_0002,m.02q_47r,Indian,46,
m.02q_47r_0003,m.02q_47r,Indian,48,
m.02q_47r_0004,m.02q_47r,Indian,52,
m.02q_47r_0005,m.02q_47r,Indian,51,
m.02q_xxh_0001,m.02q_xxh,Indian,34,
m.02q_xxh_0002,m.02q_xxh,Indian,34,
m.02q_xxh_0003,m.02q_xxh,Indian,38,
m.02r1n93_0001,m.02r1n93,Indian,48,
m.02r1n93_0002,m.02r1n93,Indian,56,
m.02r1n93_0003,m.02r1n93,Indian,62,
m.02r1n93_0004,m.02r1n93,Indian,56,
m.02r1n93_0005,m.02r1n93,Indian,65,
m.02r2xrt_0001,m.02r2xrt,Indian,45,
m.02r2xrt_0003,m.02r2xrt,Indian,47,
m.02r2xrt_0004,m.02r2xrt,Indian,41,
m.02r2z3g_0001,m.02r2z3g,Indian,39,
m.02r2z3g_0002,m.02r2z3g,Indian,40,
m.02r2z3g_0003,m.02r2z3g,Indian,36,
m.02r2z3g_0004,m.02r2z3g,Indian,47,
m.02r2z3g_0005,m.02r2z3g,Indian,42,
m.02r2zg3_0001,m.02r2zg3,Indian,25,
m.02r2zg3_0002,m.02r2zg3,Indian,24,
m.02r30xh_0002,m.02r30xh,Indian,37,
m.02r30xh_0003,m.02r30xh,Indian,38,
m.02r30xh_0004,m.02r30xh,Indian,38,
m.02r3b5q_0001,m.02r3b5q,Indian,55,
m.02r3b5q_0002,m.02r3b5q,Indian,56,
m.02r3dv9_0001,m.02r3dv9,Indian,45,
m.02r3dv9_0002,m.02r3dv9,Indian,44,
m.02r3dv9_0003,m.02r3dv9,Indian,49,
m.02r3dv9_0004,m.02r3dv9,Indian,44,
m.02r4lrc_0001,m.02r4lrc,Indian,27,
m.02r4lrc_0002,m.02r4lrc,Indian,47,
m.02r4lrc_0003,m.02r4lrc,Indian,50,
m.02r5pn4_0001,m.02r5pn4,Indian,27,
m.02r5pn4_0002,m.02r5pn4,Indian,32,
m.02r5pn4_0003,m.02r5pn4,Indian,30,
m.02r5pn4_0004,m.02r5pn4,Indian,31,
m.02r5pn4_0005,m.02r5pn4,Indian,37,
m.02r5pn4_0006,m.02r5pn4,Indian,35,
m.02r5qbh_0001,m.02r5qbh,Indian,40,
m.02r5qbh_0002,m.02r5qbh,Indian,46,
m.02r5qbh_0003,m.02r5qbh,Indian,42,
m.02r5qbh_0004,m.02r5qbh,Indian,42,
m.02r5qbh_0005,m.02r5qbh,Indian,47,
m.02r5rzs_0001,m.02r5rzs,Indian,26,
m.02r5rzs_0002,m.02r5rzs,Indian,31,
m.02r5rzs_0003,m.02r5rzs,Indian,28,
m.02r5rzs_0004,m.02r5rzs,Indian,22,
m.02r74r9_0001,m.02r74r9,Indian,27,
m.02r74r9_0002,m.02r74r9,Indian,27,
m.02r74r9_0003,m.02r74r9,Indian,33,
m.02r7h1g_0001,m.02r7h1g,Indian,39,
m.02r7h1g_0002,m.02r7h1g,Indian,49,
m.02r7h1g_0003,m.02r7h1g,Indian,45,
m.02r7h1g_0004,m.02r7h1g,Indian,48,
m.02r7vfs_0001,m.02r7vfs,Indian,44,
m.02r7vfs_0002,m.02r7vfs,Indian,48,
m.02r7vfs_0003,m.02r7vfs,Indian,44,
m.02r7vfs_0004,m.02r7vfs,Indian,51,
m.02r7vfs_0005,m.02r7vfs,Indian,45,
m.02r7wqd_0001,m.02r7wqd,Indian,48,
m.02r7wqd_0002,m.02r7wqd,Indian,59,
m.02r7wqd_0003,m.02r7wqd,Indian,50,
m.02r7wqd_0004,m.02r7wqd,Indian,57,
m.02r85x_0001,m.02r85x,Indian,60,
m.02r85x_0002,m.02r85x,Indian,43,
m.02r8mrt_0001,m.02r8mrt,Indian,49,
m.02r8mrt_0002,m.02r8mrt,Indian,45,
m.02r8mrt_0003,m.02r8mrt,Indian,51,
m.02r8nrf_0001,m.02r8nrf,Indian,38,
m.02r8nrf_0002,m.02r8nrf,Indian,27,
m.02r8nrf_0003,m.02r8nrf,Indian,37,
m.02r9qzy_0002,m.02r9qzy,Indian,42,
m.02r9qzy_0003,m.02r9qzy,Indian,25,
m.02r9qzy_0004,m.02r9qzy,Indian,28,
m.02r9wzg_0001,m.02r9wzg,Indian,33,
m.02r9wzg_0002,m.02r9wzg,Indian,35,
m.02r9wzg_0003,m.02r9wzg,Indian,27,
m.02r9wzg_0004,m.02r9wzg,Indian,23,
m.02r9wzg_0005,m.02r9wzg,Indian,29,
m.02rbh49_0001,m.02rbh49,Indian,26,
m.02rbh49_0002,m.02rbh49,Indian,32,
m.02rbh49_0003,m.02rbh49,Indian,35,
m.02rcrb9_0001,m.02rcrb9,Indian,55,
m.02rcrb9_0002,m.02rcrb9,Indian,60,
m.02rcrb9_0003,m.02rcrb9,Indian,55,
m.02rcrb9_0004,m.02rcrb9,Indian,52,
m.02rdtb4_0001,m.02rdtb4,Indian,26,
m.02rdtb4_0002,m.02rdtb4,Indian,17,16-18
m.02rdtb4_0003,m.02rdtb4,Indian,32,
m.02rfshy_0001,m.02rfshy,Indian,45,
m.02rfshy_0002,m.02rfshy,Indian,47,
m.02rfshy_0003,m.02rfshy,Indian,51,
m.02rfshy_0004,m.02rfshy,Indian,52,
m.02rfshy_0005,m.02rfshy,Indian,48,
m.02rgb7__0001,m.02rgb7_,Indian,41,
m.02rgb7__0002,m.02rgb7_,Indian,44,
m.02rgb7__0003,m.02rgb7_,Indian,45,
m.02rgb7__0004,m.02rgb7_,Indian,42,
m.02rk6b_0001,m.02rk6b,Indian,42,
m.02rk6b_0002,m.02rk6b,Indian,45,
m.02rk6b_0003,m.02rk6b,Indian,41,
m.02rk6b_0004,m.02rk6b,Indian,41,
m.02rkt1c_0002,m.02rkt1c,Indian,50,
m.02rkt1c_0003,m.02rkt1c,Indian,40,
m.02rp1dy_0002,m.02rp1dy,Indian,43,
m.02rp1dy_0003,m.02rp1dy,Indian,33,
m.02rpf29_0001,m.02rpf29,Indian,29,
m.02rpf29_0002,m.02rpf29,Indian,31,
m.02rpf29_0003,m.02rpf29,Indian,32,
m.02rr042_0001,m.02rr042,Indian,36,
m.02rr042_0003,m.02rr042,Indian,37,
m.02rr042_0004,m.02rr042,Indian,40,
m.02rr30y_0001,m.02rr30y,Indian,30,
m.02rr30y_0002,m.02rr30y,Indian,39,
m.02rr30y_0003,m.02rr30y,Indian,20,
m.02rtkn4_0001,m.02rtkn4,Indian,29,
m.02rtkn4_0002,m.02rtkn4,Indian,31,
m.02rtkn4_0003,m.02rtkn4,Indian,25,
m.02rtv1l_0001,m.02rtv1l,Indian,28,
m.02rtv1l_0002,m.02rtv1l,Indian,36,
m.02rtv1l_0003,m.02rtv1l,Indian,33,
m.02rv9s_0001,m.02rv9s,Indian,45,
m.02rv9s_0002,m.02rv9s,Indian,54,
m.02rv9s_0003,m.02rv9s,Indian,61,
m.02rv9s_0004,m.02rv9s,Indian,55,
m.02rv9s_0005,m.02rv9s,Indian,54,
m.02rvdp_0002,m.02rvdp,Indian,58,
m.02rvdp_0003,m.02rvdp,Indian,54,
m.02rw58z_0001,m.02rw58z,Indian,57,
m.02rw58z_0002,m.02rw58z,Indian,51,
m.02rw58z_0003,m.02rw58z,Indian,50,
m.02rw58z_0004,m.02rw58z,Indian,48,
m.02rwph8_0001,m.02rwph8,Indian,29,
m.02rwph8_0003,m.02rwph8,Indian,29,
m.02rxjrz_0001,m.02rxjrz,Indian,50,
m.02rxjrz_0002,m.02rxjrz,Indian,55,
m.02rxjrz_0003,m.02rxjrz,Indian,47,
m.02rxjrz_0004,m.02rxjrz,Indian,54,
m.02ry1s_0001,m.02ry1s,Indian,34,
m.02ry1s_0003,m.02ry1s,Indian,38,
m.02ry1s_0004,m.02ry1s,Indian,37,
m.02ryfs7_0001,m.02ryfs7,Indian,49,
m.02ryfs7_0002,m.02ryfs7,Indian,51,
m.02ryfs7_0003,m.02ryfs7,Indian,48,
m.02ryfs7_0004,m.02ryfs7,Indian,43,
m.02ryfs7_0005,m.02ryfs7,Indian,52,
m.02ryfs7_0006,m.02ryfs7,Indian,47,
m.02rylmb_0001,m.02rylmb,Indian,40,
m.02rylmb_0002,m.02rylmb,Indian,46,
m.02rylmb_0004,m.02rylmb,Indian,36,
m.02ryxjl_0001,m.02ryxjl,Indian,57,
m.02ryxjl_0002,m.02ryxjl,Indian,53,
m.02ryxjl_0003,m.02ryxjl,Indian,53,
m.02ryxjl_0004,m.02ryxjl,Indian,43,
m.02rzn3q_0001,m.02rzn3q,Indian,44,
m.02rzn3q_0002,m.02rzn3q,Indian,51,
m.02rzn3q_0003,m.02rzn3q,Indian,48,
m.02rztxq_0001,m.02rztxq,Indian,44,
m.02rztxq_0002,m.02rztxq,Indian,46,
m.02rztxq_0003,m.02rztxq,Indian,37,
m.02r_c3x_0001,m.02r_c3x,Indian,72,
m.02r_c3x_0002,m.02r_c3x,Indian,74,
m.02r_c3x_0003,m.02r_c3x,Indian,80,
m.02s6mz_0002,m.02s6mz,Indian,26,
m.02s6mz_0003,m.02s6mz,Indian,24,
m.02s6mz_0004,m.02s6mz,Indian,28,
m.02sbqp_0002,m.02sbqp,Indian,49,
m.02sbqp_0003,m.02sbqp,Indian,52,
m.02sc5y_0001,m.02sc5y,Indian,38,
m.02sc5y_0002,m.02sc5y,Indian,49,
m.02sc5y_0003,m.02sc5y,Indian,52,
m.02sc5y_0004,m.02sc5y,Indian,42,
m.02sc5y_0005,m.02sc5y,Indian,51,
m.02sc5y_0006,m.02sc5y,Indian,47,
m.02sd01_0001,m.02sd01,Indian,39,
m.02sd01_0002,m.02sd01,Indian,37,
m.02sd01_0003,m.02sd01,Indian,41,
m.02sk83_0001,m.02sk83,Indian,71,
m.02sk83_0002,m.02sk83,Indian,77,
m.02sk83_0003,m.02sk83,Indian,63,
m.02sn8g_0001,m.02sn8g,Indian,57,
m.02sn8g_0002,m.02sn8g,Indian,54,
m.02sn8g_0003,m.02sn8g,Indian,39,
m.02sn8g_0004,m.02sn8g,Indian,71,
m.02st41_0001,m.02st41,Indian,38,
m.02st41_0002,m.02st41,Indian,43,
m.02st41_0003,m.02st41,Indian,42,
m.02t68b_0001,m.02t68b,Indian,48,
m.02t68b_0002,m.02t68b,Indian,47,
m.02t68b_0003,m.02t68b,Indian,45,
m.02tq2r_0001,m.02tq2r,Indian,37,
m.02tq2r_0002,m.02tq2r,Indian,31,
m.02tq2r_0003,m.02tq2r,Indian,42,
m.02tq2r_0004,m.02tq2r,Indian,46,
m.02tz8y_0001,m.02tz8y,Indian,26,
m.02tz8y_0002,m.02tz8y,Indian,35,
m.02tz8y_0003,m.02tz8y,Indian,33,
m.02vm891_0001,m.02vm891,Indian,42,
m.02vm891_0002,m.02vm891,Indian,37,
m.02vm891_0003,m.02vm891,Indian,42,
m.02vmzp_0001,m.02vmzp,Indian,21,
m.02vmzp_0002,m.02vmzp,Indian,29,
m.02vmzp_0003,m.02vmzp,Indian,32,
m.02vnl65_0001,m.02vnl65,Indian,24,
m.02vnl65_0002,m.02vnl65,Indian,21,
m.02vnl65_0003,m.02vnl65,Indian,26,
m.02vp_d1_0001,m.02vp_d1,Indian,40,
m.02vp_d1_0002,m.02vp_d1,Indian,47,
m.02vp_d1_0003,m.02vp_d1,Indian,43,
m.02vp_d1_0004,m.02vp_d1,Indian,37,
m.02vq96m_0001,m.02vq96m,Indian,43,
m.02vq96m_0002,m.02vq96m,Indian,50,
m.02vq96m_0003,m.02vq96m,Indian,55,
m.02vrg2_0001,m.02vrg2,Indian,43,
m.02vrg2_0002,m.02vrg2,Indian,44,
m.02vrg2_0003,m.02vrg2,Indian,54,
m.02vrg2_0004,m.02vrg2,Indian,43,
m.02vvhlx_0001,m.02vvhlx,Indian,29,
m.02vvhlx_0002,m.02vvhlx,Indian,28,
m.02vvhlx_0003,m.02vvhlx,Indian,30,
m.02vvvf5_0001,m.02vvvf5,Indian,49,
m.02vvvf5_0003,m.02vvvf5,Indian,55,
m.02vwkj__0001,m.02vwkj_,Indian,49,
m.02vwkj__0002,m.02vwkj_,Indian,56,
m.02vwkj__0003,m.02vwkj_,Indian,49,
m.02vwq65_0001,m.02vwq65,Indian,28,
m.02vwq65_0002,m.02vwq65,Indian,39,
m.02vwq65_0003,m.02vwq65,Indian,31,
m.02vwq65_0004,m.02vwq65,Indian,32,
m.02vxd82_0001,m.02vxd82,Indian,38,
m.02vxd82_0002,m.02vxd82,Indian,21,
m.02vxd82_0004,m.02vxd82,Indian,41,
m.02vy1v1_0001,m.02vy1v1,Indian,43,
m.02vy1v1_0002,m.02vy1v1,Indian,39,
m.02vy1v1_0003,m.02vy1v1,Indian,42,
m.02vy1v1_0004,m.02vy1v1,Indian,40,
m.02vyk_k_0001,m.02vyk_k,Indian,23,
m.02vyk_k_0002,m.02vyk_k,Indian,23,
m.02vyk_k_0004,m.02vyk_k,Indian,26,
m.02v_5tq_0001,m.02v_5tq,Indian,30,
m.02v_5tq_0002,m.02v_5tq,Indian,37,
m.02v_y7y_0001,m.02v_y7y,Indian,39,
m.02v_y7y_0002,m.02v_y7y,Indian,31,
m.02v_y7y_0004,m.02v_y7y,Indian,29,
m.02v_y7y_0005,m.02v_y7y,Indian,34,
m.02v_y7y_0006,m.02v_y7y,Indian,41,
m.02w09gx_0001,m.02w09gx,Indian,40,
m.02w09gx_0002,m.02w09gx,Indian,37,
m.02w09gx_0003,m.02w09gx,Indian,31,
m.02w09hl_0001,m.02w09hl,Indian,46,
m.02w09hl_0002,m.02w09hl,Indian,56,
m.02w09hl_0003,m.02w09hl,Indian,49,
m.02w09hl_0004,m.02w09hl,Indian,54,
m.02w09hl_0005,m.02w09hl,Indian,60,
m.02w0b0f_0001,m.02w0b0f,Indian,53,
m.02w0b0f_0002,m.02w0b0f,Indian,38,
m.02w0b0f_0004,m.02w0b0f,Indian,36,
m.02w0b0f_0005,m.02w0b0f,Indian,41,
m.02w2_97_0001,m.02w2_97,Indian,43,
m.02w2_97_0002,m.02w2_97,Indian,59,
m.02w2_97_0003,m.02w2_97,Indian,53,
m.02w2_m6_0002,m.02w2_m6,Indian,51,
m.02w2_m6_0004,m.02w2_m6,Indian,48,
m.02w3085_0001,m.02w3085,Indian,49,
m.02w3085_0002,m.02w3085,Indian,56,
m.02w3085_0003,m.02w3085,Indian,53,
m.02w3085_0004,m.02w3085,Indian,58,
m.02w30jg_0001,m.02w30jg,Indian,52,
m.02w30jg_0002,m.02w30jg,Indian,46,
m.02w30jg_0003,m.02w30jg,Indian,49,
m.02w30jg_0004,m.02w30jg,Indian,49,
m.02w30jg_0005,m.02w30jg,Indian,48,
m.02w30jg_0006,m.02w30jg,Indian,47,
m.02w39hh_0001,m.02w39hh,Indian,54,
m.02w39hh_0002,m.02w39hh,Indian,52,
m.02w39hh_0003,m.02w39hh,Indian,50,
m.02w3pxp_0001,m.02w3pxp,Indian,35,
m.02w3pxp_0002,m.02w3pxp,Indian,40,
m.02w3pxp_0003,m.02w3pxp,Indian,41,
m.02w4r3g_0001,m.02w4r3g,Indian,57,
m.02w4r3g_0002,m.02w4r3g,Indian,52,
m.02w4r3g_0003,m.02w4r3g,Indian,53,
m.02w4r3g_0004,m.02w4r3g,Indian,63,
m.02w4t9m_0001,m.02w4t9m,Indian,47,
m.02w4t9m_0003,m.02w4t9m,Indian,52,
m.02w4t9m_0004,m.02w4t9m,Indian,44,
m.02w4t9m_0005,m.02w4t9m,Indian,54,
m.02w4tlx_0001,m.02w4tlx,Indian,50,
m.02w4tlx_0002,m.02w4tlx,Indian,55,
m.02w4tlx_0003,m.02w4tlx,Indian,62,
m.02w4tlx_0004,m.02w4tlx,Indian,48,
m.02w4tlx_0005,m.02w4tlx,Indian,62,
m.02w4tlx_0006,m.02w4tlx,Indian,56,
m.02w6m2_0001,m.02w6m2,Indian,22,
m.02w6m2_0003,m.02w6m2,Indian,29,
m.02w6m2_0004,m.02w6m2,Indian,22,
m.02w85g8_0002,m.02w85g8,Indian,39,
m.02w85g8_0003,m.02w85g8,Indian,41,
m.02w85g8_0004,m.02w85g8,Indian,31,
m.02w85g8_0005,m.02w85g8,Indian,38,
m.02w85g8_0006,m.02w85g8,Indian,37,
m.02w8msx_0001,m.02w8msx,Indian,32,
m.02w8msx_0002,m.02w8msx,Indian,30,
m.02w8msx_0003,m.02w8msx,Indian,39,
m.02w8msx_0004,m.02w8msx,Indian,56,
m.02w9nvs_0001,m.02w9nvs,Indian,58,
m.02w9nvs_0002,m.02w9nvs,Indian,65,
m.02w9nvs_0003,m.02w9nvs,Indian,61,
m.02w9nvs_0004,m.02w9nvs,Indian,61,
m.02w9nvs_0005,m.02w9nvs,Indian,58,
m.02wbfp_0001,m.02wbfp,Indian,60,
m.02wbfp_0002,m.02wbfp,Indian,72,
m.02wbfp_0003,m.02wbfp,Indian,51,
m.02wd63_0001,m.02wd63,Indian,37,
m.02wd63_0002,m.02wd63,Indian,46,
m.02wd63_0003,m.02wd63,Indian,49,
m.02ww09s_0001,m.02ww09s,Indian,51,
m.02ww09s_0002,m.02ww09s,Indian,56,
m.02ww09s_0003,m.02ww09s,Indian,56,
m.02ww09s_0004,m.02ww09s,Indian,49,
m.02ww09s_0005,m.02ww09s,Indian,64,
m.02ww2f6_0001,m.02ww2f6,Indian,43,
m.02ww2f6_0002,m.02ww2f6,Indian,45,
m.02ww2f6_0003,m.02ww2f6,Indian,42,
m.02ww9c0_0001,m.02ww9c0,Indian,44,
m.02ww9c0_0002,m.02ww9c0,Indian,46,
m.02ww9c0_0003,m.02ww9c0,Indian,46,
m.02ww9c0_0004,m.02ww9c0,Indian,53,
m.02wwms__0001,m.02wwms_,Indian,38,
m.02wwms__0002,m.02wwms_,Indian,38,
m.02wxs0t_0002,m.02wxs0t,Indian,48,
m.02wxs0t_0003,m.02wxs0t,Indian,58,
m.02wxvtv_0001,m.02wxvtv,Indian,46,
m.02wxvtv_0002,m.02wxvtv,Indian,59,
m.02wxvtv_0003,m.02wxvtv,Indian,51,
m.02wysy9_0001,m.02wysy9,Indian,24,
m.02wysy9_0003,m.02wysy9,Indian,22,
m.02wzxhj_0001,m.02wzxhj,Indian,63,
m.02wzxhj_0002,m.02wzxhj,Indian,51,
m.02wzxhj_0003,m.02wzxhj,Indian,51,
m.02wzyc_0002,m.02wzyc,Indian,57,
m.02wzyc_0003,m.02wzyc,Indian,54,
m.02wzyc_0004,m.02wzyc,Indian,53,
m.02wzyc_0005,m.02wzyc,Indian,52,
m.02w_8zj_0001,m.02w_8zj,Indian,43,
m.02w_8zj_0002,m.02w_8zj,Indian,44,
m.02w_8zj_0003,m.02w_8zj,Indian,44,
m.02w_8zj_0004,m.02w_8zj,Indian,45,
m.02w_8zj_0005,m.02w_8zj,Indian,43,
m.02x02kb_0001,m.02x02kb,Indian,40,
m.02x02kb_0002,m.02x02kb,Indian,39,
m.02x02kb_0003,m.02x02kb,Indian,41,
m.02x07ff_0001,m.02x07ff,Indian,32,
m.02x07ff_0002,m.02x07ff,Indian,28,
m.02x07yy_0001,m.02x07yy,Indian,27,
m.02x07yy_0002,m.02x07yy,Indian,31,
m.02x07yy_0003,m.02x07yy,Indian,34,
m.02x162j_0001,m.02x162j,Indian,23,
m.02x162j_0002,m.02x162j,Indian,28,
m.02x202q_0001,m.02x202q,Indian,33,
m.02x202q_0002,m.02x202q,Indian,39,
m.02x202q_0003,m.02x202q,Indian,48,
m.02x20c9_0001,m.02x20c9,Indian,45,
m.02x20c9_0002,m.02x20c9,Indian,36,
m.02x20c9_0003,m.02x20c9,Indian,45,
m.02x20c9_0004,m.02x20c9,Indian,46,
m.02x4cgr_0001,m.02x4cgr,Indian,28,
m.02x4cgr_0002,m.02x4cgr,Indian,36,
m.02x4cgr_0003,m.02x4cgr,Indian,26,
m.02x4cgr_0004,m.02x4cgr,Indian,34,
m.02x5_fh_0001,m.02x5_fh,Indian,25,
m.02x5_fh_0002,m.02x5_fh,Indian,36,
m.02x5_fh_0003,m.02x5_fh,Indian,21,
m.02x5_j7_0001,m.02x5_j7,Indian,41,
m.02x5_j7_0002,m.02x5_j7,Indian,29,
m.02x5_j7_0003,m.02x5_j7,Indian,30,
m.02x68cc_0001,m.02x68cc,Indian,46,
m.02x68cc_0002,m.02x68cc,Indian,52,
m.02x68cc_0003,m.02x68cc,Indian,46,
m.02x7cdz_0001,m.02x7cdz,Indian,27,
m.02x7cdz_0002,m.02x7cdz,Indian,32,
m.02x7cdz_0003,m.02x7cdz,Indian,29,
m.02x7cdz_0004,m.02x7cdz,Indian,24,
m.02x9x4q_0001,m.02x9x4q,Indian,18,16-18
m.02x9x4q_0002,m.02x9x4q,Indian,24,
m.02x9x4q_0003,m.02x9x4q,Indian,27,
m.02xb5bq_0001,m.02xb5bq,Indian,28,
m.02xb5bq_0003,m.02xb5bq,Indian,28,
m.02xb5fg_0001,m.02xb5fg,Indian,27,
m.02xb5fg_0002,m.02xb5fg,Indian,29,
m.02xb71q_0001,m.02xb71q,Indian,43,
m.02xb71q_0002,m.02xb71q,Indian,46,
m.02xb71q_0003,m.02xb71q,Indian,25,
m.02xb82c_0001,m.02xb82c,Indian,38,
m.02xb82c_0002,m.02xb82c,Indian,44,
m.02xb82c_0003,m.02xb82c,Indian,43,
m.02xb82c_0004,m.02xb82c,Indian,41,
m.02xfrd_0001,m.02xfrd,Indian,45,
m.02xgdv_0001,m.02xgdv,Indian,53,
m.02xgdv_0002,m.02xgdv,Indian,49,
m.02xgdv_0003,m.02xgdv,Indian,28,
m.02xkc4_0001,m.02xkc4,Indian,52,
m.02xkc4_0003,m.02xkc4,Indian,43,
m.02xkc4_0004,m.02xkc4,Indian,50,
m.02y_f81_0001,m.02y_f81,Indian,31,
m.02y_f81_0002,m.02y_f81,Indian,24,
m.02y_f81_0003,m.02y_f81,Indian,27,
m.02y_snv_0001,m.02y_snv,Indian,24,
m.02y_snv_0002,m.02y_snv,Indian,32,
m.02z0kz7_0001,m.02z0kz7,Indian,38,
m.02z0kz7_0003,m.02z0kz7,Indian,34,
m.02z0vr3_0001,m.02z0vr3,Indian,27,
m.02z0vr3_0002,m.02z0vr3,Indian,26,
m.02z0vr3_0003,m.02z0vr3,Indian,29,
m.02z0_jl_0001,m.02z0_jl,Indian,20,
m.02z0_jl_0002,m.02z0_jl,Indian,19,
m.02z0_jl_0003,m.02z0_jl,Indian,20,
m.02z42rj_0001,m.02z42rj,Indian,51,
m.02z42rj_0002,m.02z42rj,Indian,50,
m.02z44b0_0001,m.02z44b0,Indian,41,
m.02z44b0_0002,m.02z44b0,Indian,23,
m.02z44b0_0003,m.02z44b0,Indian,37,
m.02z4rs4_0001,m.02z4rs4,Indian,50,
m.02z4rs4_0002,m.02z4rs4,Indian,35,
m.02z4zww_0001,m.02z4zww,Indian,41,
m.02z4zww_0002,m.02z4zww,Indian,26,
m.02z4zww_0003,m.02z4zww,Indian,40,
m.02z5jbn_0001,m.02z5jbn,Indian,45,
m.02z5jbn_0002,m.02z5jbn,Indian,34,
m.02z5jbn_0003,m.02z5jbn,Indian,68,
m.02z5jvt_0001,m.02z5jvt,Indian,36,
m.02z5jvt_0003,m.02z5jvt,Indian,35,
m.02z5jvt_0004,m.02z5jvt,Indian,41,
m.02z7gwf_0001,m.02z7gwf,Indian,44,
m.02z7gwf_0002,m.02z7gwf,Indian,42,
m.02z7gwf_0003,m.02z7gwf,Indian,38,
m.02z850v_0001,m.02z850v,Indian,28,
m.02z850v_0003,m.02z850v,Indian,30,
m.02z87km_0001,m.02z87km,Indian,70,
m.02z87km_0002,m.02z87km,Indian,69,
m.02z9gd__0001,m.02z9gd_,Indian,47,
m.02z9gd__0002,m.02z9gd_,Indian,42,
m.02z9gd__0003,m.02z9gd_,Indian,42,
m.02z9gd__0004,m.02z9gd_,Indian,36,
m.02_11j_0001,m.02_11j,Indian,53,
m.030w2q_0001,m.030w2q,Indian,61,
m.030w2q_0002,m.030w2q,Indian,60,
m.030w2q_0003,m.030w2q,Indian,56,
m.0311bp_0002,m.0311bp,Indian,60,
m.0311bp_0003,m.0311bp,Indian,67,
m.0315m4_0001,m.0315m4,Indian,63,
m.0315m4_0002,m.0315m4,Indian,70,
m.0315m4_0003,m.0315m4,Indian,60,
m.0316c2_0001,m.0316c2,Indian,63,
m.0316c2_0002,m.0316c2,Indian,56,
m.031mcp_0001,m.031mcp,Indian,40,
m.031mcp_0002,m.031mcp,Indian,37,
m.031p03_0001,m.031p03,Indian,63,
m.031p03_0002,m.031p03,Indian,56,
m.031p03_0003,m.031p03,Indian,63,
m.031wdb_0001,m.031wdb,Indian,58,
m.031wdb_0002,m.031wdb,Indian,62,
m.0325jx_0001,m.0325jx,Indian,46,
m.0325jx_0002,m.0325jx,Indian,54,
m.0325jx_0003,m.0325jx,Indian,53,
m.0325jx_0004,m.0325jx,Indian,44,
m.0329yv_0001,m.0329yv,Indian,43,
m.0329yv_0002,m.0329yv,Indian,53,
m.0329yv_0003,m.0329yv,Indian,53,
m.0329_x_0001,m.0329_x,Indian,57,
m.0329_x_0002,m.0329_x,Indian,57,
m.0329_x_0003,m.0329_x,Indian,60,
m.033l9y_0001,m.033l9y,Indian,59,
m.033l9y_0002,m.033l9y,Indian,56,
m.033ydl_0001,m.033ydl,Indian,47,
m.033ydl_0003,m.033ydl,Indian,42,
m.033ydl_0004,m.033ydl,Indian,45,
m.033yjd_0001,m.033yjd,Indian,80,
m.033yjd_0003,m.033yjd,Indian,53,
m.033yjd_0004,m.033yjd,Indian,68,
m.03416z_0001,m.03416z,Indian,35,
m.03416z_0002,m.03416z,Indian,25,
m.03416z_0003,m.03416z,Indian,21,
m.034kdq_0001,m.034kdq,Indian,48,
m.034kdq_0002,m.034kdq,Indian,52,
m.034kdq_0003,m.034kdq,Indian,60,
m.035dcs_0001,m.035dcs,Indian,42,
m.035dcs_0002,m.035dcs,Indian,36,
m.0360yx_0001,m.0360yx,Indian,48,
m.0360yx_0003,m.0360yx,Indian,46,
m.036qbk_0001,m.036qbk,Indian,46,
m.036qbk_0002,m.036qbk,Indian,46,
m.036qbk_0003,m.036qbk,Indian,48,
m.036qbk_0004,m.036qbk,Indian,42,
m.036sst_0001,m.036sst,Indian,40,
m.036sst_0002,m.036sst,Indian,47,
m.036sst_0003,m.036sst,Indian,51,
m.0378vz_0001,m.0378vz,Indian,35,
m.0378vz_0002,m.0378vz,Indian,34,
m.0378vz_0003,m.0378vz,Indian,32,
m.037bmg_0001,m.037bmg,Indian,23,
m.037bmg_0002,m.037bmg,Indian,31,
m.037bmg_0003,m.037bmg,Indian,28,
