,image_name,Age,ethnicity,children_agegroup,identity_name
6806,Indian_613_9,24,Indian,,Indian_613
6807,Asian_211_3,8,Asian,7-9,Asian_211
6808,African_822_4,12,African,10-12,African_822
6809,Indian_38_1,2,Indian,0-3,Indian_38
6810,African_163_23,7,African,7-9,African_163
6811,Indian_305_1,22,Indian,,Indian_305
6812,Indian_383_59,21,Indian,,Indian_383
6813,Asian_419_3,2,Asian,0-3,Asian_419
6814,Asian_350_32,4,Asian,4-6,Asian_350
6815,Indian_472_4,2,Indian,0-3,Indian_472
6816,African_163_8,33,African,,African_163
6817,Indian_355_1,3,Indian,0-3,Indian_355
6818,Caucasian_1027_9,8,Caucasian,7-9,Caucasian_1027
6819,Asian_478_47,2,Asian,0-3,Asian_478
6820,African_614_1,6,African,4-6,African_614
6821,Asian_386_42,10,Asian,10-12,Asian_386
6822,African_419_13,3,African,0-3,African_419
6823,African_19_6,6,African,4-6,African_19
6824,African_259_2,7,African,7-9,African_259
6825,Caucasian_581_2,7,Caucasian,7-9,Caucasian_581
6826,Indian_388_1,7,Indian,7-9,Indian_388
6827,African_583_1,10,African,10-12,African_583
6828,Asian_47_7,8,Asian,7-9,Asian_47
6829,Caucasian_351_0,1,Caucasian,0-3,Caucasian_351
6830,Indian_60_5,9,Indian,7-9,Indian_60
6831,African_650_0,13,African,13-15,African_650
6832,African_194_10,20,African,,African_194
6833,African_145_9,9,African,7-9,African_145
6834,Caucasian_227_3,1,Caucasian,0-3,Caucasian_227
6835,African_265_15,8,African,7-9,African_265
6836,Caucasian_1083_0,3,Caucasian,0-3,Caucasian_1083
6837,Asian_462_36,3,Asian,0-3,Asian_462
6838,Indian_299_0,4,Indian,4-6,Indian_299
6839,Indian_270_5,18,Indian,16-18,Indian_270
6840,Indian_389_0,20,Indian,,Indian_389
6841,Caucasian_117_80,3,Caucasian,0-3,Caucasian_117
6842,Asian_276_2,5,Asian,4-6,Asian_276
6843,African_303_5,4,African,4-6,African_303
6844,Caucasian_1062_26,2,Caucasian,0-3,Caucasian_1062
6845,Indian_584_0,2,Indian,0-3,Indian_584
6846,Indian_434_21,2,Indian,0-3,Indian_434
6847,Asian_700_7,0,Asian,0-3,Asian_700
6848,Asian_653_0,3,Asian,0-3,Asian_653
6849,Asian_431_90,12,Asian,10-12,Asian_431
6850,Indian_182_2,12,Indian,10-12,Indian_182
6851,Indian_685_0,24,Indian,,Indian_685
6852,African_147_0,6,African,4-6,African_147
6853,Caucasian_1062_28,2,Caucasian,0-3,Caucasian_1062
6854,Indian_599_16,12,Indian,10-12,Indian_599
6855,Caucasian_170_28,1,Caucasian,0-3,Caucasian_170
6856,Indian_243_6,0,Indian,0-3,Indian_243
6857,Caucasian_130_0,6,Caucasian,4-6,Caucasian_130
6858,Asian_38_7,13,Asian,13-15,Asian_38
6859,Asian_734_0,13,Asian,13-15,Asian_734
6860,African_790_1,7,African,7-9,African_790
6861,Caucasian_344_14,1,Caucasian,0-3,Caucasian_344
6862,African_457_61,25,African,,African_457
6863,Asian_266_20,15,Asian,13-15,Asian_266
6864,African_156_1,18,African,16-18,African_156
6865,Asian_91_1,9,Asian,7-9,Asian_91
6866,Asian_596_60,8,Asian,7-9,Asian_596
6867,Asian_94_1,5,Asian,4-6,Asian_94
6868,African_132_0,6,African,4-6,African_132
6869,Asian_330_58,7,Asian,7-9,Asian_330
6870,Caucasian_107_2,10,Caucasian,10-12,Caucasian_107
6871,Caucasian_1342_30,4,Caucasian,4-6,Caucasian_1342
6872,Caucasian_142_4,6,Caucasian,4-6,Caucasian_142
6873,Asian_535_29,2,Asian,0-3,Asian_535
6874,Caucasian_601_6,4,Caucasian,4-6,Caucasian_601
6875,Indian_567_1,9,Indian,7-9,Indian_567
6876,African_223_3,18,African,16-18,African_223
6877,Caucasian_1016_9,10,Caucasian,10-12,Caucasian_1016
6878,Caucasian_1191_2,1,Caucasian,0-3,Caucasian_1191
6879,Caucasian_1257_22,2,Caucasian,0-3,Caucasian_1257
6880,Indian_258_4,11,Indian,10-12,Indian_258
6881,Asian_299_5,4,Asian,4-6,Asian_299
6882,Indian_3_1,4,Indian,4-6,Indian_3
6883,African_662_1,9,African,7-9,African_662
6884,Caucasian_1302_9,0,Caucasian,0-3,Caucasian_1302
6885,Indian_2_0,8,Indian,7-9,Indian_2
6886,Caucasian_39_17,6,Caucasian,4-6,Caucasian_39
6887,Caucasian_502_38,7,Caucasian,7-9,Caucasian_502
6888,African_275_0,8,African,7-9,African_275
6889,Indian_613_19,23,Indian,,Indian_613
6890,Indian_566_0,5,Indian,4-6,Indian_566
6891,Indian_667_19,4,Indian,4-6,Indian_667
6892,Indian_548_1,2,Indian,0-3,Indian_548
6893,African_556_15,15,African,13-15,African_556
6894,Caucasian_558_26,3,Caucasian,0-3,Caucasian_558
6895,African_416_17,21,African,,African_416
6896,Asian_204_22,5,Asian,4-6,Asian_204
6897,African_556_17,10,African,10-12,African_556
6898,Asian_334_5,8,Asian,7-9,Asian_334
6899,Indian_247_14,1,Indian,0-3,Indian_247
6900,African_316_14,10,African,10-12,African_316
6901,Indian_452_0,23,Indian,,Indian_452
6902,African_314_1,4,African,4-6,African_314
6903,Asian_122_51,3,Asian,0-3,Asian_122
6904,Asian_510_10,3,Asian,0-3,Asian_510
6905,Caucasian_133_3,4,Caucasian,4-6,Caucasian_133
6906,African_412_17,10,African,10-12,African_412
6907,Indian_678_5,8,Indian,7-9,Indian_678
6908,Asian_545_6,5,Asian,4-6,Asian_545
6909,Caucasian_457_1,4,Caucasian,4-6,Caucasian_457
6910,Asian_228_7,6,Asian,4-6,Asian_228
6911,African_474_1,7,African,7-9,African_474
6912,Indian_460_0,13,Indian,13-15,Indian_460
6913,Caucasian_1272_13,6,Caucasian,4-6,Caucasian_1272
6914,Caucasian_302_21,4,Caucasian,4-6,Caucasian_302
6915,Asian_545_10,4,Asian,4-6,Asian_545
6916,Caucasian_246_5,9,Caucasian,7-9,Caucasian_246
6917,Caucasian_161_38,0,Caucasian,0-3,Caucasian_161
6918,Caucasian_519_171,6,Caucasian,4-6,Caucasian_519
6919,African_127_18,17,African,16-18,African_127
6920,Indian_531_13,7,Indian,7-9,Indian_531
6921,Caucasian_376_22,0,Caucasian,0-3,Caucasian_376
6922,Caucasian_197_62,7,Caucasian,7-9,Caucasian_197
6923,Caucasian_419_37,5,Caucasian,4-6,Caucasian_419
6924,Caucasian_153_38,4,Caucasian,4-6,Caucasian_153
6925,African_644_8,4,African,4-6,African_644
6926,Caucasian_462_32,15,Caucasian,13-15,Caucasian_462
6927,Asian_413_19,5,Asian,4-6,Asian_413
6928,Caucasian_300_58,5,Caucasian,4-6,Caucasian_300
6929,African_467_3,8,African,7-9,African_467
6930,Caucasian_64_18,5,Caucasian,4-6,Caucasian_64
6931,Asian_571_20,1,Asian,0-3,Asian_571
6932,Indian_643_5,2,Indian,0-3,Indian_643
6933,Indian_552_1,13,Indian,13-15,Indian_552
6934,Asian_450_3,3,Asian,0-3,Asian_450
6935,African_248_0,11,African,10-12,African_248
6936,Asian_477_7,22,Asian,,Asian_477
6937,Asian_559_33,11,Asian,10-12,Asian_559
6938,Indian_399_10,11,Indian,10-12,Indian_399
6939,Caucasian_1361_26,11,Caucasian,10-12,Caucasian_1361
6940,Caucasian_1019_38,3,Caucasian,0-3,Caucasian_1019
6941,Asian_196_38,3,Asian,0-3,Asian_196
6942,Caucasian_1242_2,1,Caucasian,0-3,Caucasian_1242
6943,Caucasian_425_0,9,Caucasian,7-9,Caucasian_425
6944,Indian_186_0,2,Indian,0-3,Indian_186
6945,Indian_532_5,4,Indian,4-6,Indian_532
6946,Asian_269_5,10,Asian,10-12,Asian_269
6947,Asian_557_10,2,Asian,0-3,Asian_557
6948,Indian_416_0,20,Indian,,Indian_416
6949,Asian_233_5,5,Asian,4-6,Asian_233
6950,African_115_3,7,African,7-9,African_115
6951,Indian_304_0,6,Indian,4-6,Indian_304
6952,Indian_156_44,8,Indian,7-9,Indian_156
6953,Asian_606_8,4,Asian,4-6,Asian_606
6954,African_372_26,23,African,,African_372
6955,Indian_293_5,1,Indian,0-3,Indian_293
6956,Indian_220_2,5,Indian,4-6,Indian_220
6957,Caucasian_312_18,0,Caucasian,0-3,Caucasian_312
6958,African_349_2,4,African,4-6,African_349
6959,Indian_602_95,9,Indian,7-9,Indian_602
6960,Caucasian_1206_7,1,Caucasian,0-3,Caucasian_1206
6961,Indian_392_16,6,Indian,4-6,Indian_392
6962,Indian_661_1,2,Indian,0-3,Indian_661
6963,Asian_440_66,26,Asian,,Asian_440
6964,Indian_221_2,8,Indian,7-9,Indian_221
6965,Caucasian_597_9,4,Caucasian,4-6,Caucasian_597
6966,African_308_5,8,African,7-9,African_308
6967,Indian_630_3,20,Indian,,Indian_630
6968,Caucasian_343_8,3,Caucasian,0-3,Caucasian_343
6969,African_409_3,10,African,10-12,African_409
6970,Asian_746_11,2,Asian,0-3,Asian_746
6971,Asian_139_0,3,Asian,0-3,Asian_139
6972,Caucasian_161_41,1,Caucasian,0-3,Caucasian_161
6973,Caucasian_246_0,9,Caucasian,7-9,Caucasian_246
6974,Caucasian_211_8,9,Caucasian,7-9,Caucasian_211
6975,Asian_729_72,10,Asian,10-12,Asian_729
6976,Asian_59_0,13,Asian,13-15,Asian_59
6977,Caucasian_7_11,15,Caucasian,13-15,Caucasian_7
6978,African_414_2,8,African,7-9,African_414
6979,Caucasian_439_1,1,Caucasian,0-3,Caucasian_439
6980,Indian_256_2,0,Indian,0-3,Indian_256
6981,Indian_458_0,13,Indian,13-15,Indian_458
6982,Indian_409_19,9,Indian,7-9,Indian_409
6983,Caucasian_318_20,0,Caucasian,0-3,Caucasian_318
6984,Asian_262_11,13,Asian,13-15,Asian_262
6985,Indian_63_0,12,Indian,10-12,Indian_63
6986,Asian_0_18,8,Asian,7-9,Asian_0
6987,Asian_521_7,1,Asian,0-3,Asian_521
6988,Indian_56_0,8,Indian,7-9,Indian_56
6989,Caucasian_1261_2,4,Caucasian,4-6,Caucasian_1261
6990,Asian_42_2,3,Asian,0-3,Asian_42
6991,African_693_1,8,African,7-9,African_693
6992,African_333_10,7,African,7-9,African_333
6993,Caucasian_457_3,4,Caucasian,4-6,Caucasian_457
6994,African_515_13,28,African,,African_515
6995,African_168_1,4,African,4-6,African_168
6996,Indian_409_73,6,Indian,4-6,Indian_409
6997,Caucasian_561_28,16,Caucasian,16-18,Caucasian_561
6998,Indian_491_0,11,Indian,10-12,Indian_491
6999,Asian_490_15,7,Asian,7-9,Asian_490
7000,African_631_6,5,African,4-6,African_631
7001,Indian_41_3,17,Indian,16-18,Indian_41
7002,Asian_212_1,8,Asian,7-9,Asian_212
7003,Caucasian_159_31,3,Caucasian,0-3,Caucasian_159
7004,Caucasian_101_0,2,Caucasian,0-3,Caucasian_101
7005,Caucasian_291_5,2,Caucasian,0-3,Caucasian_291
7006,Indian_372_25,21,Indian,,Indian_372
7007,African_155_6,18,African,16-18,African_155
7008,Asian_397_29,4,Asian,4-6,Asian_397
7009,Caucasian_420_48,12,Caucasian,10-12,Caucasian_420
7010,Caucasian_1131_59,8,Caucasian,7-9,Caucasian_1131
7011,African_294_47,3,African,0-3,African_294
7012,Asian_70_99,8,Asian,7-9,Asian_70
7013,Asian_663_43,12,Asian,10-12,Asian_663
7014,Caucasian_97_32,7,Caucasian,7-9,Caucasian_97
7015,African_780_2,14,African,13-15,African_780
7016,Asian_572_4,13,Asian,13-15,Asian_572
7017,African_496_1,2,African,0-3,African_496
7018,Caucasian_202_3,2,Caucasian,0-3,Caucasian_202
7019,Caucasian_104_18,3,Caucasian,0-3,Caucasian_104
7020,African_756_0,3,African,0-3,African_756
7021,Asian_264_19,27,Asian,,Asian_264
7022,Caucasian_202_1,3,Caucasian,0-3,Caucasian_202
7023,Indian_232_0,6,Indian,4-6,Indian_232
7024,Indian_451_0,11,Indian,10-12,Indian_451
7025,Asian_9_19,2,Asian,0-3,Asian_9
7026,Caucasian_488_50,3,Caucasian,0-3,Caucasian_488
7027,Asian_13_2,6,Asian,4-6,Asian_13
7028,Caucasian_305_1,1,Caucasian,0-3,Caucasian_305
7029,Indian_58_27,10,Indian,10-12,Indian_58
7030,Caucasian_1006_1,4,Caucasian,4-6,Caucasian_1006
7031,Indian_667_4,1,Indian,0-3,Indian_667
7032,Caucasian_30_6,1,Caucasian,0-3,Caucasian_30
7033,Indian_278_16,1,Indian,0-3,Indian_278
7034,African_707_4,11,African,10-12,African_707
7035,African_220_0,9,African,7-9,African_220
7036,Caucasian_233_0,3,Caucasian,0-3,Caucasian_233
7037,Asian_185_9,4,Asian,4-6,Asian_185
7038,Indian_40_71,4,Indian,4-6,Indian_40
7039,Asian_495_0,19,Asian,,Asian_495
7040,Caucasian_569_8,0,Caucasian,0-3,Caucasian_569
7041,Indian_241_5,10,Indian,10-12,Indian_241
7042,Indian_680_2,6,Indian,4-6,Indian_680
7043,Asian_228_2,6,Asian,4-6,Asian_228
7044,Asian_685_3,2,Asian,0-3,Asian_685
7045,Caucasian_33_46,7,Caucasian,7-9,Caucasian_33
7046,African_538_5,10,African,10-12,African_538
7047,Indian_711_3,9,Indian,7-9,Indian_711
7048,African_396_0,17,African,16-18,African_396
7049,Asian_492_91,4,Asian,4-6,Asian_492
7050,Caucasian_488_44,2,Caucasian,0-3,Caucasian_488
7051,Asian_395_65,1,Asian,0-3,Asian_395
7052,Indian_55_9,8,Indian,7-9,Indian_55
7053,African_474_10,12,African,10-12,African_474
7054,Indian_41_11,12,Indian,10-12,Indian_41
7055,Asian_613_2,3,Asian,0-3,Asian_613
7056,Indian_89_5,11,Indian,10-12,Indian_89
7057,Caucasian_141_32,0,Caucasian,0-3,Caucasian_141
7058,Caucasian_1091_40,4,Caucasian,4-6,Caucasian_1091
7059,African_297_24,8,African,7-9,African_297
7060,Caucasian_388_11,6,Caucasian,4-6,Caucasian_388
7061,Caucasian_603_74,13,Caucasian,13-15,Caucasian_603
7062,African_210_1,7,African,7-9,African_210
7063,Asian_312_45,8,Asian,7-9,Asian_312
7064,Indian_426_1,22,Indian,,Indian_426
7065,Asian_348_18,2,Asian,0-3,Asian_348
7066,Asian_496_1,7,Asian,7-9,Asian_496
7067,Indian_243_13,1,Indian,0-3,Indian_243
7068,African_417_45,25,African,,African_417
7069,African_279_9,18,African,16-18,African_279
7070,African_156_23,21,African,,African_156
7071,African_429_2,3,African,0-3,African_429
7072,Caucasian_2_17,1,Caucasian,0-3,Caucasian_2
7073,Asian_54_6,8,Asian,7-9,Asian_54
7074,Caucasian_395_52,4,Caucasian,4-6,Caucasian_395
7075,Caucasian_43_6,2,Caucasian,0-3,Caucasian_43
7076,African_197_2,12,African,10-12,African_197
7077,Indian_39_24,24,Indian,,Indian_39
7078,Indian_263_0,3,Indian,0-3,Indian_263
7079,Indian_571_1,9,Indian,7-9,Indian_571
7080,Caucasian_195_32,9,Caucasian,7-9,Caucasian_195
7081,Caucasian_1309_74,0,Caucasian,0-3,Caucasian_1309
7082,Asian_541_3,2,Asian,0-3,Asian_541
7083,Asian_141_21,4,Asian,4-6,Asian_141
7084,Asian_723_23,6,Asian,4-6,Asian_723
7085,African_457_82,22,African,,African_457
7086,Caucasian_12_0,8,Caucasian,7-9,Caucasian_12
7087,Indian_41_17,8,Indian,7-9,Indian_41
7088,Asian_653_7,4,Asian,4-6,Asian_653
7089,Caucasian_1299_0,18,Caucasian,16-18,Caucasian_1299
7090,African_202_1,21,African,,African_202
7091,Asian_28_11,15,Asian,13-15,Asian_28
7092,African_306_0,13,African,13-15,African_306
7093,Indian_631_12,8,Indian,7-9,Indian_631
7094,Asian_280_22,8,Asian,7-9,Asian_280
7095,Asian_320_2,5,Asian,4-6,Asian_320
7096,African_482_8,6,African,4-6,African_482
7097,Caucasian_193_14,0,Caucasian,0-3,Caucasian_193
7098,Asian_379_54,1,Asian,0-3,Asian_379
7099,Asian_75_58,2,Asian,0-3,Asian_75
7100,Asian_624_12,2,Asian,0-3,Asian_624
7101,Indian_270_0,18,Indian,16-18,Indian_270
7102,Caucasian_79_0,6,Caucasian,4-6,Caucasian_79
7103,Indian_457_1,7,Indian,7-9,Indian_457
7104,African_682_9,1,African,0-3,African_682
7105,Indian_275_2,5,Indian,4-6,Indian_275
7106,African_467_0,11,African,10-12,African_467
7107,Asian_447_13,3,Asian,0-3,Asian_447
7108,African_285_37,5,African,4-6,African_285
7109,African_271_12,7,African,7-9,African_271
7110,African_96_1,7,African,7-9,African_96
7111,Indian_693_1,7,Indian,7-9,Indian_693
7112,African_169_10,4,African,4-6,African_169
7113,African_218_1,13,African,13-15,African_218
7114,African_815_18,14,African,13-15,African_815
7115,Indian_389_8,10,Indian,10-12,Indian_389
7116,African_741_2,16,African,16-18,African_741
7117,Asian_723_5,7,Asian,7-9,Asian_723
7118,Caucasian_330_78,0,Caucasian,0-3,Caucasian_330
7119,Indian_295_1,26,Indian,,Indian_295
7120,Asian_137_8,11,Asian,10-12,Asian_137
7121,Indian_361_0,23,Indian,,Indian_361
7122,Asian_132_52,9,Asian,7-9,Asian_132
7123,Indian_531_40,10,Indian,10-12,Indian_531
7124,Indian_532_6,6,Indian,4-6,Indian_532
7125,Caucasian_161_15,2,Caucasian,0-3,Caucasian_161
7126,Asian_240_7,2,Asian,0-3,Asian_240
7127,Caucasian_361_17,0,Caucasian,0-3,Caucasian_361
7128,Asian_194_71,3,Asian,0-3,Asian_194
7129,Indian_304_13,6,Indian,4-6,Indian_304
7130,Caucasian_163_10,5,Caucasian,4-6,Caucasian_163
7131,African_513_2,21,African,,African_513
7132,Asian_576_151,12,Asian,10-12,Asian_576
7133,Asian_463_3,6,Asian,4-6,Asian_463
7134,Indian_160_10,24,Indian,,Indian_160
7135,Asian_741_3,8,Asian,7-9,Asian_741
7136,Caucasian_1404_21,5,Caucasian,4-6,Caucasian_1404
7137,Asian_662_1,1,Asian,0-3,Asian_662
7138,African_336_8,5,African,4-6,African_336
7139,Caucasian_1145_7,8,Caucasian,7-9,Caucasian_1145
7140,African_297_9,5,African,4-6,African_297
7141,Asian_506_22,5,Asian,4-6,Asian_506
7142,Caucasian_1149_9,1,Caucasian,0-3,Caucasian_1149
7143,Asian_389_40,3,Asian,0-3,Asian_389
7144,African_332_2,8,African,7-9,African_332
7145,Indian_412_3,23,Indian,,Indian_412
7146,Asian_541_71,2,Asian,0-3,Asian_541
7147,African_644_7,2,African,0-3,African_644
7148,African_274_9,10,African,10-12,African_274
7149,African_393_5,7,African,7-9,African_393
7150,Asian_212_2,7,Asian,7-9,Asian_212
7151,Asian_312_1,7,Asian,7-9,Asian_312
7152,Caucasian_51_36,0,Caucasian,0-3,Caucasian_51
7153,Caucasian_1134_4,1,Caucasian,0-3,Caucasian_1134
7154,Indian_140_53,4,Indian,4-6,Indian_140
7155,Indian_105_11,7,Indian,7-9,Indian_105
7156,Asian_4_23,4,Asian,4-6,Asian_4
7157,Asian_466_14,4,Asian,4-6,Asian_466
7158,Caucasian_244_0,4,Caucasian,4-6,Caucasian_244
7159,Asian_579_57,9,Asian,7-9,Asian_579
7160,Caucasian_1339_7,5,Caucasian,4-6,Caucasian_1339
7161,Caucasian_1377_5,20,Caucasian,,Caucasian_1377
7162,Indian_595_1,17,Indian,16-18,Indian_595
7163,Caucasian_453_48,11,Caucasian,10-12,Caucasian_453
7164,African_552_5,2,African,0-3,African_552
7165,African_417_14,12,African,10-12,African_417
7166,Asian_149_79,1,Asian,0-3,Asian_149
7167,Caucasian_1086_76,6,Caucasian,4-6,Caucasian_1086
7168,Asian_189_52,10,Asian,10-12,Asian_189
7169,Caucasian_1005_18,1,Caucasian,0-3,Caucasian_1005
7170,African_738_5,18,African,16-18,African_738
7171,African_571_6,0,African,0-3,African_571
7172,Caucasian_1113_71,1,Caucasian,0-3,Caucasian_1113
7173,Indian_530_13,23,Indian,,Indian_530
7174,African_211_12,6,African,4-6,African_211
7175,Asian_268_5,5,Asian,4-6,Asian_268
7176,Asian_28_4,18,Asian,16-18,Asian_28
7177,Asian_189_11,8,Asian,7-9,Asian_189
7178,Asian_562_0,6,Asian,4-6,Asian_562
7179,Caucasian_337_0,5,Caucasian,4-6,Caucasian_337
7180,Caucasian_263_51,9,Caucasian,7-9,Caucasian_263
7181,African_61_0,6,African,4-6,African_61
7182,African_113_22,9,African,7-9,African_113
7183,Asian_204_9,4,Asian,4-6,Asian_204
7184,Caucasian_267_1,1,Caucasian,0-3,Caucasian_267
7185,African_552_4,1,African,0-3,African_552
7186,African_482_11,17,African,16-18,African_482
7187,Indian_34_0,10,Indian,10-12,Indian_34
7188,African_484_35,4,African,4-6,African_484
7189,Indian_406_2,15,Indian,13-15,Indian_406
7190,Indian_699_2,29,Indian,,Indian_699
7191,Asian_24_4,9,Asian,7-9,Asian_24
7192,Caucasian_533_1,1,Caucasian,0-3,Caucasian_533
7193,African_494_71,20,African,,African_494
7194,African_144_13,22,African,,African_144
7195,African_738_3,8,African,7-9,African_738
7196,Caucasian_1237_1,0,Caucasian,0-3,Caucasian_1237
7197,Caucasian_1348_45,0,Caucasian,0-3,Caucasian_1348
7198,Caucasian_80_5,8,Caucasian,7-9,Caucasian_80
7199,Asian_438_47,1,Asian,0-3,Asian_438
7200,Indian_472_23,4,Indian,4-6,Indian_472
7201,Caucasian_57_8,3,Caucasian,0-3,Caucasian_57
7202,Indian_138_0,6,Indian,4-6,Indian_138
7203,Indian_209_0,2,Indian,0-3,Indian_209
7204,Caucasian_27_1,6,Caucasian,4-6,Caucasian_27
7205,Caucasian_522_72,7,Caucasian,7-9,Caucasian_522
7206,Caucasian_453_45,4,Caucasian,4-6,Caucasian_453
7207,Indian_116_2,4,Indian,4-6,Indian_116
7208,Caucasian_1035_5,10,Caucasian,10-12,Caucasian_1035
7209,Caucasian_299_4,2,Caucasian,0-3,Caucasian_299
7210,Asian_20_8,4,Asian,4-6,Asian_20
7211,African_743_2,20,African,,African_743
7212,African_473_10,2,African,0-3,African_473
7213,Indian_12_3,25,Indian,,Indian_12
7214,African_240_4,19,African,,African_240
7215,Asian_463_21,3,Asian,0-3,Asian_463
7216,African_370_11,10,African,10-12,African_370
7217,Asian_271_24,27,Asian,,Asian_271
7218,Asian_640_65,6,Asian,4-6,Asian_640
7219,Indian_372_35,23,Indian,,Indian_372
7220,African_678_0,14,African,13-15,African_678
7221,Asian_350_0,7,Asian,7-9,Asian_350
7222,Asian_33_6,0,Asian,0-3,Asian_33
7223,African_276_14,3,African,0-3,African_276
7224,African_606_0,20,African,,African_606
7225,Caucasian_326_32,5,Caucasian,4-6,Caucasian_326
7226,African_99_2,15,African,13-15,African_99
7227,Asian_648_15,4,Asian,4-6,Asian_648
7228,African_802_1,13,African,13-15,African_802
7229,Indian_572_3,10,Indian,10-12,Indian_572
7230,Indian_618_0,21,Indian,,Indian_618
7231,Asian_345_1,9,Asian,7-9,Asian_345
7232,Asian_483_169,18,Asian,16-18,Asian_483
7233,Caucasian_551_17,2,Caucasian,0-3,Caucasian_551
7234,Caucasian_538_19,10,Caucasian,10-12,Caucasian_538
7236,Asian_38_11,5,Asian,4-6,Asian_38
7237,African_302_1,8,African,7-9,African_302
7238,Caucasian_1324_75,1,Caucasian,0-3,Caucasian_1324
7239,Caucasian_1281_3,5,Caucasian,4-6,Caucasian_1281
7240,Asian_103_2,33,Asian,,Asian_103
7241,African_38_2,10,African,10-12,African_38
7242,Caucasian_1085_27,3,Caucasian,0-3,Caucasian_1085
7243,Asian_284_60,11,Asian,10-12,Asian_284
7244,Indian_484_0,0,Indian,0-3,Indian_484
7245,Asian_385_1,2,Asian,0-3,Asian_385
7246,Indian_120_1,7,Indian,7-9,Indian_120
7247,African_141_5,27,African,,African_141
7248,Caucasian_500_11,14,Caucasian,13-15,Caucasian_500
7249,African_539_0,11,African,10-12,African_539
7251,Caucasian_1083_5,4,Caucasian,4-6,Caucasian_1083
7252,Indian_719_0,24,Indian,,Indian_719
7253,Asian_517_16,4,Asian,4-6,Asian_517
7254,Asian_546_22,7,Asian,7-9,Asian_546
7255,Indian_36_5,13,Indian,13-15,Indian_36
7256,African_557_3,8,African,7-9,African_557
7257,African_203_0,16,African,16-18,African_203
7258,Asian_578_46,0,Asian,0-3,Asian_578
7259,African_113_33,9,African,7-9,African_113
7260,Asian_160_41,0,Asian,0-3,Asian_160
7261,Caucasian_1260_5,5,Caucasian,4-6,Caucasian_1260
7262,Asian_442_18,7,Asian,7-9,Asian_442
7263,African_370_1,10,African,10-12,African_370
7264,African_481_14,28,African,,African_481
7265,Asian_728_63,9,Asian,7-9,Asian_728
7266,Caucasian_467_16,5,Caucasian,4-6,Caucasian_467
7267,Indian_709_1,11,Indian,10-12,Indian_709
7268,Asian_343_55,3,Asian,0-3,Asian_343
7269,African_32_3,13,African,13-15,African_32
7270,African_801_9,10,African,10-12,African_801
7271,African_427_13,13,African,13-15,African_427
7272,Caucasian_1209_30,2,Caucasian,0-3,Caucasian_1209
7273,African_453_16,12,African,10-12,African_453
7274,Asian_435_68,1,Asian,0-3,Asian_435
7275,African_316_5,3,African,0-3,African_316
7276,Caucasian_45_30,2,Caucasian,0-3,Caucasian_45
7277,African_325_9,3,African,0-3,African_325
7278,Asian_472_9,8,Asian,7-9,Asian_472
7279,African_181_3,2,African,0-3,African_181
7280,Asian_301_44,6,Asian,4-6,Asian_301
7281,Indian_518_4,10,Indian,10-12,Indian_518
7282,Caucasian_1189_1,1,Caucasian,0-3,Caucasian_1189
7283,Caucasian_1018_16,0,Caucasian,0-3,Caucasian_1018
7284,African_333_14,7,African,7-9,African_333
7285,Asian_203_8,2,Asian,0-3,Asian_203
7286,Asian_443_0,5,Asian,4-6,Asian_443
7287,Asian_380_68,4,Asian,4-6,Asian_380
7288,Asian_623_3,19,Asian,,Asian_623
7289,Indian_544_3,17,Indian,16-18,Indian_544
7290,African_531_54,18,African,16-18,African_531
7291,Caucasian_1282_15,3,Caucasian,0-3,Caucasian_1282
7292,African_147_5,7,African,7-9,African_147
7293,African_462_47,6,African,4-6,African_462
7294,Caucasian_141_69,1,Caucasian,0-3,Caucasian_141
7295,Caucasian_133_54,2,Caucasian,0-3,Caucasian_133
7296,Asian_136_1,27,Asian,,Asian_136
7297,African_718_1,7,African,7-9,African_718
7298,Indian_718_0,5,Indian,4-6,Indian_718
7299,Asian_652_2,9,Asian,7-9,Asian_652
7300,Asian_229_5,3,Asian,0-3,Asian_229
7301,Indian_142_11,17,Indian,16-18,Indian_142
7302,Caucasian_1314_14,7,Caucasian,7-9,Caucasian_1314
7303,Asian_84_0,5,Asian,4-6,Asian_84
7304,African_172_34,10,African,10-12,African_172
7305,Indian_186_1,1,Indian,0-3,Indian_186
7306,Indian_11_23,31,Indian,,Indian_11
7307,Caucasian_1254_16,1,Caucasian,0-3,Caucasian_1254
7308,Caucasian_26_92,5,Caucasian,4-6,Caucasian_26
7309,Caucasian_1360_60,7,Caucasian,7-9,Caucasian_1360
7310,Caucasian_556_97,2,Caucasian,0-3,Caucasian_556
7311,African_65_2,20,African,,African_65
7312,Indian_645_1,5,Indian,4-6,Indian_645
7313,Asian_556_97,4,Asian,4-6,Asian_556
7314,African_40_9,14,African,13-15,African_40
7315,Caucasian_450_19,8,Caucasian,7-9,Caucasian_450
7316,African_1_11,5,African,4-6,African_1
7317,Indian_431_30,2,Indian,0-3,Indian_431
7318,Caucasian_371_30,0,Caucasian,0-3,Caucasian_371
7319,Caucasian_526_12,2,Caucasian,0-3,Caucasian_526
7320,African_634_24,14,African,13-15,African_634
7321,African_168_2,1,African,0-3,African_168
7322,Indian_100_33,27,Indian,,Indian_100
7323,Indian_472_7,2,Indian,0-3,Indian_472
7324,Caucasian_186_0,0,Caucasian,0-3,Caucasian_186
