,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
8709,m.0hzr_vw_0004,m.0hzr_vw_0003,0.5296216,m.0hzr_vw,m.0hzr_vw,../../../data/tests/images/adults_full_final/m.0hzr_vw_0004.jpg,29.305895,6.676145,0.694637,0.07004,0.00463,0.755145,0.0,5.511191,-37,0.935415,0.0,0.0,0.094578,0.11322,0.0,0.0,0.008446,87.406164,0.377965,2.769383,2.826839,1.210428,1.435317,5.366928,0.901106,0.946318,3429.564697,0.0,92,97,90,7,63,96.0,100.0,69,14,100,100,100,100,81,100,100,99,70,38,100,100,13,3,99,100,100,84,100,,m.0hzr_vw_0004,m.0hzr_vw
14077,m.01wgth3_0006,m.01wgth3_0003,0.5295121,m.01wgth3,m.01wgth3,../../../data/tests/images/adults_full_final/m.01wgth3_0006.jpg,20.8325,126.19466,0.384948,0.343058,0.052577,0.073563,0.0,7.513637,-41,0.961152,1.019124,0.0,0.074233,0.081362,0.014949,0.0,0.113321,85.443708,0.370002,2.847059,2.858824,1.229723,1.472965,-5.841631,-12.434669,0.946648,-15321.634766,0.0,30,45,75,95,69,100.0,100.0,94,9,100,95,100,100,88,99,100,89,68,34,100,100,15,4,99,95,100,11,100,,m.01wgth3_0006,m.01wgth3
15351,m.09v9q1w_0001,m.09v9q1w_0003,0.52946734,m.09v9q1w,m.09v9q1w,../../../data/tests/images/adults_full_final/m.09v9q1w_0001.jpg,23.424311,6.96539,0.133789,0.316329,0.038388,0.191857,0.0,7.441954,-35,0.824714,0.0,0.0,0.07383,0.08055,0.0,0.0,0.006664,83.681465,0.377575,2.95,3.05,1.211681,1.436803,-17.058409,-3.272441,0.640646,-12019.338867,0.0,54,96,55,91,81,100.0,100.0,93,17,100,100,100,100,88,100,100,99,66,38,100,100,13,3,91,100,100,20,100,,m.09v9q1w_0001,m.09v9q1w
20031,m.027wmys_0004,m.027wmys_0003,0.52940136,m.027wmys,m.027wmys,../../../data/tests/images/adults_full_final/m.027wmys_0004.jpg,28.729265,37.777226,0.097656,0.103254,0.003744,0.522088,0.0,5.756216,-33,0.957707,0.0,0.0,0.067109,0.006308,0.0,0.0,0.001742,77.0374,0.396347,3.077663,3.11662,1.154293,1.368752,-1.62303,-7.534036,1.283648,-8242.763672,0.0,90,82,50,13,54,100.0,100.0,72,20,100,100,100,99,96,100,100,100,59,51,100,100,8,1,100,98,100,34,100,,m.027wmys_0004,m.027wmys
20296,m.064p92m_0002,m.064p92m_0001,0.52928764,m.064p92m,m.064p92m,../../../data/tests/images/adults_full_final/m.064p92m_0002.jpg,18.217922,49.977486,0.653878,0.373443,0.064955,0.214434,3.4e-05,7.679668,-23,0.837435,1.55918,0.0,0.088072,0.00672,0.0,0.0,0.008756,85.555081,0.372009,2.798258,2.904074,1.229809,1.458298,6.210787,2.562182,-1.844851,1820.529419,0.065587,14,76,88,97,60,100.0,100.0,96,38,100,92,100,100,96,100,100,99,69,35,100,100,15,3,99,100,100,80,0,,m.064p92m_0002,m.064p92m
5537,m.0h3rcb1_0003,m.0h3rcb1_0004,0.5292709,m.0h3rcb1,m.0h3rcb1,../../../data/tests/images/adults_full_final/m.0h3rcb1_0003.jpg,21.221998,171.95417,0.193772,0.120916,0.007832,0.445895,0.0,6.222208,-25,0.908081,0.0,0.0,0.110188,0.086409,0.0,0.0,0.01035,85.80021,0.405048,2.835294,2.870588,1.123323,1.345519,7.831294,-6.976987,-2.290056,-14017.150391,0.0,34,31,61,17,84,100.0,100.0,78,34,100,100,100,100,87,100,100,99,69,58,100,100,6,1,98,99,100,14,100,,m.0h3rcb1_0003,m.0h3rcb1
20302,m.0cqkc7_0003,m.0cqkc7_0005,0.529217,m.0cqkc7,m.0cqkc7,../../../data/tests/images/adults_full_final/m.0cqkc7_0003.jpg,27.188406,105.016961,0.652245,0.122142,0.004433,0.42354,0.0,5.922132,-12,0.9541,0.0,0.0,0.073522,0.078654,0.0,0.0,0.009089,85.018129,0.381416,2.915451,2.903404,1.199478,1.422332,-12.490146,-7.052722,0.758622,-6045.218262,0.0,83,53,88,17,61,100.0,100.0,74,58,100,100,100,100,88,100,100,99,68,40,100,100,12,2,95,98,100,45,100,,m.0cqkc7_0003,m.0cqkc7
17351,m.03cbqpp_0004,m.03cbqpp_0005,0.5291182,m.03cbqpp,m.03cbqpp,../../../data/tests/images/adults_full_final/m.03cbqpp_0004.jpg,19.872833,206.460788,0.00346,0.622344,0.082897,0.035598,0.04606,7.274347,-9,0.807337,100.0,0.0,0.069999,0.007059,0.0,0.0,0.012305,82.997627,0.354183,2.914417,2.963194,1.284648,1.538754,8.865248,-4.61847,-0.88554,2943.446777,0.0,23,23,18,97,50,100.0,18.0,91,64,100,0,100,99,96,100,100,99,66,26,100,100,24,7,98,99,100,83,100,,m.03cbqpp_0004,m.03cbqpp
14793,m.0gvm06_0003,m.0gvm06_0002,0.52907157,m.0gvm06,m.0gvm06,../../../data/tests/images/adults_full_final/m.0gvm06_0003.jpg,23.285627,45.857391,0.569204,0.101402,0.015491,0.745265,0.0,6.0475,-33,0.921458,0.0,0.0,0.05176,0.15072,0.0,0.264712,0.193536,90.082235,0.415008,2.743767,2.699334,1.090342,1.319253,2.091581,-3.580866,-0.157027,-12840.161133,0.0,53,78,84,12,100,96.0,100.0,76,20,100,100,100,96,69,100,74,81,73,66,100,100,4,1,100,100,100,17,100,,m.0gvm06_0003,m.0gvm06
20328,m.03c55bh_0004,m.03c55bh_0002,0.52906895,m.03c55bh,m.03c55bh,../../../data/tests/images/adults_full_final/m.03c55bh_0004.jpg,27.066515,58.12218,0.176309,0.250739,0.056657,0.367641,0.005714,7.313058,-38,0.94045,0.0,0.0,0.052848,0.055182,0.0,0.0,0.004062,77.731552,0.365259,3.077922,3.116883,1.238847,1.498937,7.866886,-13.026428,1.331464,-12264.384766,0.0,83,73,59,73,65,100.0,64.0,91,13,100,100,100,96,92,100,100,100,60,31,100,100,17,5,98,95,100,19,100,,m.03c55bh_0004,m.03c55bh
9575,m.05mywqd_0003,m.05mywqd_0004,0.5289151,m.05mywqd,m.05mywqd,../../../data/tests/images/adults_full_final/m.05mywqd_0003.jpg,27.587824,65.016649,0.680816,0.237301,0.016582,0.131704,0.0,6.952871,49,0.839162,0.0,0.0,0.096852,0.013692,0.125,0.0,0.115496,83.279029,0.365173,2.878682,2.938906,1.25283,1.485596,-4.484319,-2.642209,-0.153067,-10642.023438,0.0,85,70,89,68,100,100.0,100.0,87,100,100,100,100,100,96,88,100,88,66,31,100,100,19,4,99,100,100,24,100,,m.05mywqd_0003,m.05mywqd
11329,m.02g_65_0002,m.02g_65_0003,0.5288766,m.02g_65,m.02g_65,../../../data/tests/images/adults_full_final/m.02g_65_0002.jpg,28.075369,43.779831,0.73046,0.075758,0.000888,0.805316,0.0,4.898609,-5,0.956472,0.0,0.0,0.073163,0.068932,0.0,0.0,0.000413,87.057277,0.362675,2.781609,2.816092,1.261462,1.495832,2.078499,1.198388,0.9291,-609.080811,0.0,88,79,91,8,16,89.0,100.0,61,70,100,100,100,100,90,100,100,100,70,30,100,100,20,5,100,100,100,71,100,,m.02g_65_0002,m.02g_65
19961,m.06b6t__0004,m.06b6t__0003,0.52877903,m.06b6t_,m.06b6t_,../../../data/tests/images/adults_full_final/m.06b6t__0004.jpg,25.788637,120.806543,0.5,0.34153,0.035312,0.131322,0.0,7.495631,-40,0.929855,0.0,0.0,0.03919,0.145449,0.0,0.0,0.001406,81.031203,0.412517,2.937376,2.999086,1.109045,1.315097,0.72656,-2.366984,0.053421,-13423.068359,0.0,75,47,81,94,85,100.0,100.0,94,10,100,100,100,87,71,100,100,100,63,64,100,100,5,1,100,100,100,16,100,,m.06b6t__0004,m.06b6t_
18377,m.08v3yc_0001,m.08v3yc_0002,0.5287642,m.08v3yc,m.08v3yc,../../../data/tests/images/adults_full_final/m.08v3yc_0001.jpg,21.753019,36.773461,0.615917,0.428075,0.027943,0.038368,0.0,7.398067,-32,0.958078,2.178766,0.0,0.079012,0.05445,0.0,0.0,0.003215,83.778539,0.370171,2.891566,2.927711,1.235915,1.465539,7.817146,-1.285797,-0.716032,-5880.27002,0.0,38,82,86,99,92,100.0,100.0,92,22,100,89,100,100,92,100,100,100,67,34,100,100,16,3,98,100,100,46,100,,m.08v3yc_0001,m.08v3yc
16683,m.02vst7p_0002,m.02vst7p_0003,0.5286106,m.02vst7p,m.02vst7p,../../../data/tests/images/adults_full_final/m.02vst7p_0002.jpg,22.055853,35.104537,0.121633,0.162405,0.013418,0.365571,0.0,6.642057,-30,0.948111,100.0,0.0,0.078533,0.007348,0.0,0.0,0.018025,84.099158,0.34023,2.857143,2.904762,1.329984,1.609207,2.782578,-10.870948,1.219604,-2973.095947,0.581952,41,83,53,32,99,100.0,100.0,83,25,100,0,100,100,96,100,100,98,67,20,100,100,33,13,100,96,100,60,0,,m.02vst7p_0002,m.02vst7p
11799,m.081tyx8_0003,m.081tyx8_0002,0.5286054,m.081tyx8,m.081tyx8,../../../data/tests/images/adults_full_final/m.081tyx8_0003.jpg,23.931856,142.197442,0.315102,0.398974,0.014762,0.01529,0.0,6.95304,-32,0.916114,0.0,0.0,0.116822,0.006844,0.092527,0.0,0.092947,82.436808,0.365308,2.921351,3.071163,1.259211,1.478204,13.674948,-4.981226,1.133075,1343.018433,0.0,59,40,71,98,100,100.0,100.0,87,22,100,100,100,100,96,91,100,91,65,31,100,100,20,4,94,99,100,78,100,,m.081tyx8_0003,m.081tyx8
3701,m.017hm9_0004,m.017hm9_0001,0.52858067,m.017hm9,m.017hm9,../../../data/tests/images/adults_full_final/m.017hm9_0004.jpg,23.46784,95.224454,0.128419,0.499461,0.091596,0.167385,0.0,7.464853,-23,0.944833,100.0,0.0,0.042959,0.006451,0.0,0.0,0.013534,74.042321,0.387532,3.202703,3.202703,1.167645,1.412786,1.937288,-5.151852,-1.607796,5161.368164,0.002602,54,57,54,100,47,100.0,100.0,93,38,100,0,100,91,96,100,100,99,55,45,100,100,9,2,100,99,100,88,100,,m.017hm9_0004,m.017hm9
13629,m.038vhs_0003,m.038vhs_0004,0.5285006,m.038vhs,m.038vhs,../../../data/tests/images/adults_full_final/m.038vhs_0003.jpg,24.347395,185.554414,0.141111,0.366823,0.012649,0.001864,0.0,6.715099,-5,0.88476,0.50531,0.0,0.053653,0.00678,0.0,0.0,0.008242,75.267773,0.36875,3.148361,3.256459,1.220339,1.491525,-10.502719,-3.793344,0.978477,-2238.429443,0.0,63,28,56,97,98,100.0,100.0,84,70,100,97,100,97,96,100,100,99,57,33,100,100,14,4,97,100,100,63,100,,m.038vhs_0003,m.038vhs
20394,m.03hms2t_0002,m.03hms2t_0001,0.5284545,m.03hms2t,m.03hms2t,../../../data/tests/images/adults_full_final/m.03hms2t_0002.jpg,26.09956,92.00183,0.16263,0.067212,0.002072,0.833293,0.0,5.214438,-9,0.894137,0.0,0.0,0.093646,0.034569,0.0,0.0,0.005126,90.180044,0.368758,2.710944,2.733165,1.247429,1.464373,-3.564807,-7.083928,0.530568,-12952.545898,0.0,77,58,58,7,34,82.0,100.0,65,64,100,100,100,100,94,100,100,99,73,33,100,100,18,3,100,98,100,17,100,,m.03hms2t_0002,m.03hms2t
19703,m.0b6nlhh_0001,m.0b6nlhh_0002,0.52836347,m.0b6nlhh,m.0b6nlhh,../../../data/tests/images/adults_full_final/m.0b6nlhh_0001.jpg,19.426727,29.011163,0.377229,0.126319,0.021468,0.619557,0.0,6.26868,-16,0.86666,0.0,0.0,0.052009,0.191626,0.019635,0.0,0.050736,99.008671,0.448344,3.157895,3.105263,1.014845,1.215584,39.86029,2.000244,1.572816,-9704.572266,0.173954,20,86,75,19,98,100.0,100.0,78,51,100,100,100,96,53,98,100,95,81,98,100,100,2,0,59,100,100,28,0,,m.0b6nlhh_0001,m.0b6nlhh
12779,m.039p3p_0003,m.039p3p_0001,0.52831554,m.039p3p,m.039p3p,../../../data/tests/images/adults_full_final/m.039p3p_0003.jpg,18.158709,119.899065,0.315918,0.474281,0.037591,0.018504,0.0,7.044029,-17,0.855016,100.0,0.0,0.102033,0.007016,0.0,0.0,0.02431,81.006187,0.356305,2.938048,2.999771,1.276996,1.529589,0.034035,-6.249806,0.693534,-5504.507324,0.0,13,47,71,99,82,100.0,100.0,88,49,100,0,100,100,96,100,100,98,63,27,100,100,23,6,100,99,100,47,100,,m.039p3p_0003,m.039p3p
6277,m.0575d1_0005,m.0575d1_0007,0.5282404,m.0575d1,m.0575d1,../../../data/tests/images/adults_full_final/m.0575d1_0005.jpg,23.664404,66.493698,0.633469,0.269709,0.010082,0.044969,0.0,6.68102,-33,0.973611,0.0,0.0,0.084628,0.169374,0.0,0.0,0.006494,88.090283,0.398799,2.746945,2.850386,1.147195,1.360334,8.999995,-7.232326,-1.069908,-11179.723633,0.0,56,69,87,80,93,100.0,100.0,84,20,100,100,100,100,62,100,100,99,71,53,100,100,7,1,98,98,100,23,100,,m.0575d1_0005,m.0575d1
20424,m.079yhq_0001,m.079yhq_0002,0.5282001,m.079yhq,m.079yhq,../../../data/tests/images/adults_full_final/m.079yhq_0001.jpg,26.090099,82.902623,0.605714,0.098926,0.004619,0.604818,0.0,5.828711,37,0.980325,0.0,0.0,0.075697,0.006399,0.0,0.0,0.000639,91.420308,0.390692,2.76387,2.730165,1.177397,1.382161,13.197983,11.423695,3.839771,-7611.684082,0.008546,77,62,86,12,63,100.0,100.0,73,98,100,100,100,100,96,100,100,100,74,47,100,100,10,2,95,96,100,37,100,,m.079yhq_0001,m.079yhq
20434,m.02w30jg_0002,m.02w30jg_0006,0.5281551,m.02w30jg,m.02w30jg,../../../data/tests/images/adults_full_final/m.02w30jg_0002.jpg,19.87973,59.103961,0.184414,0.197845,0.007008,0.116462,0.0,6.301392,4,0.86846,0.0,0.0,0.092683,0.084174,0.018453,0.0,0.016383,88.012434,0.35764,2.738636,2.806818,1.27223,1.523879,-0.963129,5.057886,-0.394136,7649.647461,0.0,23,72,60,49,80,100.0,100.0,79,82,100,100,100,100,87,98,100,98,71,27,100,100,22,6,100,99,100,93,100,,m.02w30jg_0002,m.02w30jg
13179,m.0dyj83_0001,m.0dyj83_0002,0.52797866,m.0dyj83,m.0dyj83,../../../data/tests/images/adults_full_final/m.0dyj83_0001.jpg,24.476215,365.557603,0.641003,0.174091,0.006782,0.197028,0.0,6.388661,-38,0.974416,0.0,0.0,0.029696,0.1262,0.0,0.0,0.005617,85.536757,0.436266,2.846862,2.858626,1.037211,1.254968,-6.386786,2.882258,-0.953576,-14339.825195,0.0,64,5,88,37,79,100.0,100.0,80,13,100,100,100,73,77,100,100,99,68,86,100,100,3,0,99,100,100,13,100,,m.0dyj83_0001,m.0dyj83
20458,m.05b4cc__0003,m.05b4cc__0001,0.52795327,m.05b4cc_,m.05b4cc_,../../../data/tests/images/adults_full_final/m.05b4cc__0003.jpg,21.226566,165.570428,0.556667,0.055015,0.001446,0.914973,0.0,4.816914,7,0.893338,0.0,0.0,0.074321,0.006444,0.005262,0.0,0.016432,91.320935,0.387947,2.99976,3.063046,1.17284,1.40483,-30.100134,-4.814338,-0.756745,6743.300781,0.0,34,33,84,5,25,43.0,100.0,60,85,100,100,100,100,96,99,100,98,74,45,100,100,9,2,75,99,100,91,100,,m.05b4cc__0003,m.05b4cc_
20478,m.0g5r5_1_0002,m.0g5r5_1_0004,0.52784944,m.0g5r5_1,m.0g5r5_1,../../../data/tests/images/adults_full_final/m.0g5r5_1_0002.jpg,23.113535,185.359418,0.408179,0.208908,0.019146,0.193197,0.0,6.920252,-16,0.875057,0.0,0.0,0.128533,0.0,0.288279,0.0,0.202522,91.558821,0.325615,2.783372,2.760651,1.397357,1.673757,-15.975607,-4.511916,-0.625317,10146.40918,0.0,51,28,76,54,99,100.0,100.0,87,51,100,100,100,100,97,71,100,80,75,15,100,100,49,22,92,99,100,95,100,,m.0g5r5_1_0002,m.0g5r5_1
9083,m.04y61g_0005,m.04y61g_0001,0.5278491,m.04y61g,m.04y61g,../../../data/tests/images/adults_full_final/m.04y61g_0005.jpg,21.541885,64.178445,0.226852,0.348521,0.06768,0.288622,0.0,7.52776,-43,0.925754,0.0,0.0,0.09358,0.13673,0.0,0.0,0.005785,92.106934,0.367509,2.663043,2.684783,1.244869,1.476156,2.761164,-8.779388,-0.782998,-14086.358398,0.0,36,70,64,95,58,100.0,100.0,94,6,100,100,100,100,74,100,100,99,75,32,100,100,17,4,100,98,100,14,100,,m.04y61g_0005,m.04y61g
20482,m.076whqh_0002,m.076whqh_0001,0.52782315,m.076whqh,m.076whqh,../../../data/tests/images/adults_full_final/m.076whqh_0002.jpg,24.152636,105.162562,0.182222,0.047959,0.006055,0.891223,0.0,4.83261,-27,0.865372,0.0,0.0,0.0849,0.013893,0.0,0.0,0.003303,85.170875,0.40237,3.08949,3.038212,1.1308,1.354475,23.668808,-2.926901,1.257809,-2079.236084,0.0,61,53,60,5,74,57.0,100.0,60,30,100,100,100,100,96,100,100,100,68,56,100,100,6,1,84,100,100,64,100,,m.076whqh_0002,m.076whqh
20494,m.02rhjnk_0002,m.02rhjnk_0003,0.52767485,m.02rhjnk,m.02rhjnk,../../../data/tests/images/adults_full_final/m.02rhjnk_0002.jpg,23.424606,50.208423,0.208008,0.150742,0.004111,0.247299,0.0,5.946857,3,0.876197,0.614517,0.0,0.077886,0.007066,0.0,0.0,0.0,79.619959,0.353805,2.99976,3.063046,1.286018,1.540396,-7.118023,-0.831544,0.459462,6181.832031,0.0,54,76,62,27,58,100.0,100.0,74,81,100,97,100,100,96,100,100,100,62,25,100,100,24,7,98,100,100,90,100,,m.02rhjnk_0002,m.02rhjnk
20514,m.02q9pt3_0001,m.02q9pt3_0002,0.5275676,m.02q9pt3,m.02q9pt3,../../../data/tests/images/adults_full_final/m.02q9pt3_0001.jpg,25.253218,57.793508,0.363281,0.143436,0.015989,0.443817,0.0,6.367827,-43,0.881158,0.0,0.0,0.060278,0.149283,0.0,0.0,0.002992,86.412393,0.418668,2.858824,2.847059,1.08678,1.301748,-10.373391,-3.412614,-2.70929,-15383.834961,0.0,70,73,74,24,100,100.0,100.0,80,6,100,100,100,98,70,100,100,100,69,70,100,100,4,1,97,100,100,11,100,,m.02q9pt3_0001,m.02q9pt3
20522,m.0g58jdh_0003,m.0g58jdh_0002,0.5275518,m.0g58jdh,m.0g58jdh,../../../data/tests/images/adults_full_final/m.0g58jdh_0003.jpg,18.481785,55.049103,0.434211,0.277369,0.011091,0.048951,0.0,6.62754,-30,0.797706,8.566554,0.0,0.092752,0.006826,0.0,0.0,0.039602,91.158537,0.366269,2.692145,2.703133,1.249081,1.481151,-3.320514,2.776469,0.692641,11051.811523,0.0,15,74,78,82,95,100.0,100.0,83,25,100,60,100,100,96,100,100,96,74,32,100,100,18,4,100,100,100,96,100,,m.0g58jdh_0003,m.0g58jdh
9571,m.04ff85_0001,m.04ff85_0004,0.52748406,m.04ff85,m.04ff85,../../../data/tests/images/adults_full_final/m.04ff85_0001.jpg,20.422062,32.391535,0.00519,0.636096,0.095321,0.046692,0.188801,7.530429,-34,0.942049,5.493399,0.0,0.098395,0.00687,0.0,0.0,0.006077,82.294209,0.363887,2.951,2.926612,1.257257,1.490846,-4.795789,-0.24223,-0.107837,1513.59729,0.0,27,84,21,96,45,100.0,5.0,94,18,100,73,100,100,96,100,100,99,65,30,100,100,19,4,99,100,100,79,100,,m.04ff85_0001,m.04ff85
6555,m.0fwfdm_0001,m.0fwfdm_0002,0.527409,m.0fwfdm,m.0fwfdm,../../../data/tests/images/adults_full_final/m.0fwfdm_0001.jpg,26.423485,57.033375,0.782041,0.133702,0.015145,0.486949,0.0,6.4845,-35,0.88964,2.275579,0.0,0.073991,0.006855,0.003095,0.0,0.049066,85.024128,0.364696,2.823334,2.882153,1.247615,1.494396,-1.187004,-10.917919,3.627401,5734.686035,0.0,79,73,93,21,100,100.0,100.0,81,17,100,89,100,100,96,100,100,95,68,31,100,100,18,4,100,96,100,90,100,,m.0fwfdm_0001,m.0fwfdm
17729,m.08pxtl_0001,m.08pxtl_0002,0.5274047,m.08pxtl,m.08pxtl,../../../data/tests/images/adults_full_final/m.08pxtl_0001.jpg,22.859818,70.873647,0.57699,0.094106,0.005441,0.668077,0.0,5.864977,-40,0.872516,0.0,0.0,0.13332,0.010869,0.0,0.0,5.4e-05,84.844998,0.325291,2.878682,2.938906,1.391063,1.68311,11.89181,-14.77095,-0.212208,-3478.610596,0.0,49,67,85,11,70,99.0,100.0,73,10,100,100,100,100,96,100,100,100,68,15,100,100,48,24,96,93,100,58,100,,m.08pxtl_0001,m.08pxtl
20554,m.0b2b55_0003,m.0b2b55_0002,0.5273111,m.0b2b55,m.0b2b55,../../../data/tests/images/adults_full_final/m.0b2b55_0003.jpg,21.961178,42.846233,0.634948,0.050899,0.00325,0.854368,0.0,5.078448,-9,0.699181,0.809227,0.0,0.071925,0.006814,0.0,0.0,0.000184,93.598927,0.366866,2.792919,2.804412,1.233421,1.492371,-21.633788,-3.029318,1.379124,-485.501526,0.105714,40,80,87,5,49,74.0,100.0,63,64,100,96,100,99,96,100,100,100,76,32,100,100,16,4,86,100,100,71,0,,m.0b2b55_0003,m.0b2b55
7793,m.0k3208_0002,m.0k3208_0003,0.5272471,m.0k3208,m.0k3208,../../../data/tests/images/adults_full_final/m.0k3208_0002.jpg,21.656351,135.139704,0.509533,0.352676,0.017245,0.038389,0.0,6.980678,-35,0.89772,0.0,0.0,0.126295,0.007463,0.0,0.0,0.000227,92.108302,0.335,2.733333,2.711111,1.358209,1.626866,-12.282493,-10.067187,1.266083,928.03241,0.0,37,42,82,95,100,100.0,100.0,87,17,100,100,100,100,96,100,100,100,75,18,100,100,40,15,95,97,100,77,100,,m.0k3208_0002,m.0k3208
14497,m.02pkjwb_0001,m.02pkjwb_0002,0.5271822,m.02pkjwb,m.02pkjwb,../../../data/tests/images/adults_full_final/m.02pkjwb_0001.jpg,25.639914,26.807904,0.141519,0.040823,0.003298,0.913728,0.0,4.703324,-40,0.896725,0.0,0.0,0.061004,0.209492,0.0,0.0,0.024859,85.308568,0.358207,2.926829,2.95122,1.263235,1.528444,-16.009399,-8.006095,-2.239399,-12706.683594,0.0,73,87,56,4,50,44.0,100.0,59,10,100,100,100,98,46,100,100,98,68,28,100,100,20,6,92,98,100,18,100,,m.02pkjwb_0001,m.02pkjwb
20596,m.026cs2p_0001,m.026cs2p_0003,0.5270538,m.026cs2p,m.026cs2p,../../../data/tests/images/adults_full_final/m.026cs2p_0001.jpg,23.254543,16.934226,0.284602,0.175781,0.022916,0.475538,0.0,6.562169,-40,0.927869,0.0,0.0,0.101719,0.00715,0.0,0.0,0.004527,86.098179,0.349665,2.877639,2.937841,1.308395,1.551485,15.280917,1.316196,2.826393,469.623291,0.0,52,92,69,38,97,100.0,100.0,82,10,100,100,100,100,96,100,100,100,69,24,100,100,29,8,93,100,100,75,100,,m.026cs2p_0001,m.026cs2p
20598,m.0ch5437_0002,m.0ch5437_0001,0.52702475,m.0ch5437,m.0ch5437,../../../data/tests/images/adults_full_final/m.0ch5437_0002.jpg,25.477495,34.2566,0.056191,0.268673,0.048552,0.228393,0.0,7.417431,-38,0.946443,0.0,0.0,0.084688,0.111013,0.0,0.0,0.093681,83.025252,0.388752,2.975082,2.962737,1.176843,1.395491,12.661739,-12.789272,-1.550668,-14103.370117,0.0,72,84,42,80,72,100.0,100.0,93,13,100,100,100,100,82,100,100,91,66,45,100,100,10,2,95,95,100,14,100,,m.0ch5437_0002,m.0ch5437
20602,m.092fmj_0002,m.092fmj_0004,0.52696013,m.092fmj,m.092fmj,../../../data/tests/images/adults_full_final/m.092fmj_0002.jpg,21.813095,39.546462,0.297068,0.488087,0.087905,0.10923,0.001965,7.175217,-7,0.936675,100.0,0.0,0.064837,0.007166,0.004537,0.0,0.065394,83.445077,0.34886,2.903404,2.915451,1.311415,1.555066,-5.880124,-3.403104,0.578387,4626.058594,0.0,39,81,69,99,48,100.0,84.0,90,67,100,0,100,99,96,100,100,93,66,23,100,100,29,8,99,100,100,87,100,,m.092fmj_0002,m.092fmj
10735,m.0bgrs7_0003,m.0bgrs7_0004,0.52695626,m.0bgrs7,m.0bgrs7,../../../data/tests/images/adults_full_final/m.0bgrs7_0003.jpg,25.461075,72.430335,0.623047,0.32542,0.046526,0.17143,0.0,7.585128,-36,0.912842,0.0,0.0,0.093495,0.141097,0.0,0.0,0.006095,79.025598,0.373769,3.025074,3.037731,1.224019,1.451432,-1.265306,-13.379743,0.097289,-15053.255859,0.0,72,66,87,92,74,100.0,100.0,95,15,100,100,100,100,73,100,100,99,61,36,100,100,15,3,100,95,100,12,100,,m.0bgrs7_0003,m.0bgrs7
19045,m.04grl4l_0002,m.04grl4l_0004,0.5269324,m.04grl4l,m.04grl4l,../../../data/tests/images/adults_full_final/m.04grl4l_0002.jpg,22.226019,109.892379,0.329585,0.17167,0.004879,0.174117,0.0,6.146297,-10,0.932618,0.0,0.0,0.076922,0.149581,0.0,0.0,0.002404,84.180437,0.387663,2.925034,3.011428,1.173699,1.405859,-15.737996,-6.211416,1.585858,-9631.873047,0.0,43,51,72,36,65,100.0,100.0,77,62,100,100,100,100,70,100,100,100,67,45,100,100,9,2,93,99,100,28,100,,m.04grl4l_0002,m.04grl4l
20608,m.037437_0005,m.037437_0001,0.5268662,m.037437,m.037437,../../../data/tests/images/adults_full_final/m.037437_0005.jpg,25.471632,75.167962,0.615917,0.328348,0.038193,0.169338,0.0,7.521732,-27,0.838774,4.43192,0.0,0.017318,0.12497,0.148519,0.0,0.071128,90.444861,0.400096,2.730337,2.764045,1.105985,1.393417,-10.255069,-0.740679,-0.870669,-10911.454102,0.0,72,65,86,93,82,100.0,100.0,94,30,100,78,100,43,78,85,100,93,74,54,100,100,5,2,97,100,100,23,100,,m.037437_0005,m.037437
