img_name,im_id,ethnicity,id_class,face_id,Age,children_agegroup
m.04ydqk2_0001,m.04ydqk2,Caucasian,04ydqk2,1,21,
m.0414hzy_0003,m.0414hzy,Caucasian,0414hzy,3,58,
m.0dgp20w_0002,m.0dgp20w,Caucasian,0dgp20w,2,25,
m.02mxsf_0001,m.02mxsf,Caucasian,02mxsf,1,39,
m.01pp4dr_0005,m.01pp4dr,Caucasian,01pp4dr,5,32,
m.096td_0002,m.096td,Caucasian,096td,2,37,
m.01jscz_0003,m.01jscz,Caucasian,01jscz,3,35,
m.06bhxw_0001,m.06bhxw,Caucasian,06bhxw,1,47,
m.0kt9_4_0002,m.0kt9_4,Caucasian,0kt9_4,2,42,
m.027k130_0001,m.027k130,Caucasian,027k130,1,39,
m.0pmg8f8_0001,m.0pmg8f8,Caucasian,0pmg8f8,1,28,
m.047r19m_0002,m.047r19m,Caucasian,047r19m,2,28,
m.0pmg8f8_0003,m.0pmg8f8,Caucasian,0pmg8f8,3,23,
m.08h79x_0003,m.08h79x,Caucasian,08h79x,3,54,
m.0qfrvhq_0002,m.0qfrvhq,Caucasian,0qfrvhq,2,39,
m.01p7yb_0002,m.01p7yb,Caucasian,01p7yb,2,44,
m.0b9r56_0002,m.0b9r56,Caucasian,0b9r56,2,49,
m.0cbkw_0003,m.0cbkw,Caucasian,0cbkw,3,63,
m.01r4_t_0002,m.01r4_t,Caucasian,01r4_t,2,28,
m.064l65f_0002,m.064l65f,Caucasian,064l65f,2,32,
m.097810_0002,m.097810,Caucasian,097810,2,37,
m.0413d4v_0001,m.0413d4v,Caucasian,0413d4v,1,26,
m.0r3w8lh_0002,m.0r3w8lh,Caucasian,0r3w8lh,2,24,
m.0h2ftf_0004,m.0h2ftf,Caucasian,0h2ftf,4,44,
m.0ggb0pb_0001,m.0ggb0pb,Caucasian,0ggb0pb,1,32,
m.067hq2_0004,m.067hq2,Caucasian,067hq2,4,32,
m.0274k36_0003,m.0274k36,Caucasian,0274k36,3,25,
m.04w4gw_0001,m.04w4gw,Caucasian,04w4gw,1,36,
m.01c8x_0002,m.01c8x,Caucasian,01c8x,2,70,
m.02vm0mx_0002,m.02vm0mx,Caucasian,02vm0mx,2,27,
m.0bt_8_0001,m.0bt_8,Caucasian,0bt_8,1,61,
m.03kw3g_0002,m.03kw3g,Caucasian,03kw3g,2,40,
m.06lng_0001,m.06lng,Caucasian,06lng,1,33,
m.0b4lv__0004,m.0b4lv_,Caucasian,0b4lv_,4,35,
m.07_zvm_0002,m.07_zvm,Caucasian,07_zvm,2,65,
m.034v42_0002,m.034v42,Caucasian,034v42,2,33,
m.0h97pfs_0002,m.0h97pfs,Caucasian,0h97pfs,2,43,
m.02z4v2w_0004,m.02z4v2w,Caucasian,02z4v2w,4,25,
m.0j44svx_0001,m.0j44svx,Caucasian,0j44svx,1,32,
m.028cfp_0004,m.028cfp,Caucasian,028cfp,4,39,
m.020087_0003,m.020087,Caucasian,020087,3,26,
m.04k4jh_0002,m.04k4jh,Caucasian,04k4jh,2,27,
m.074ltg_0001,m.074ltg,Caucasian,074ltg,1,38,
m.06qz9f_0001,m.06qz9f,Caucasian,06qz9f,1,35,
m.016hgp_0002,m.016hgp,Caucasian,016hgp,2,72,
m.05m9f9_0002,m.05m9f9,Caucasian,05m9f9,2,20,
m.03byzw4_0002,m.03byzw4,Caucasian,03byzw4,2,27,
m.01lmj3q_0002,m.01lmj3q,Caucasian,01lmj3q,2,51,
m.01pwjxk_0002,m.01pwjxk,Caucasian,01pwjxk,2,39,
m.096lpb_0001,m.096lpb,Caucasian,096lpb,1,31,
m.0sw4nqr_0002,m.0sw4nqr,Caucasian,0sw4nqr,2,30,
m.02wcd14_0004,m.02wcd14,Caucasian,02wcd14,4,24,
m.05r56y_0001,m.05r56y,Caucasian,05r56y,1,42,
m.05xjkv_0002,m.05xjkv,Caucasian,05xjkv,2,28,
m.047g8ld_0003,m.047g8ld,Caucasian,047g8ld,3,46,
m.018rv0_0001,m.018rv0,Caucasian,018rv0,1,73,
m.047g8ld_0001,m.047g8ld,Caucasian,047g8ld,1,46,
m.0cg2l6_0002,m.0cg2l6,Caucasian,0cg2l6,2,55,
m.0gtxzmm_0001,m.0gtxzmm,Caucasian,0gtxzmm,1,39,
m.02r3g5z_0002,m.02r3g5z,Caucasian,02r3g5z,2,34,
m.04pdlf_0003,m.04pdlf,Caucasian,04pdlf,3,45,
m.02238b_0003,m.02238b,Caucasian,02238b,3,39,
m.0c6vjs_0003,m.0c6vjs,Caucasian,0c6vjs,3,48,
m.0ghybz_0003,m.0ghybz,Caucasian,0ghybz,3,38,
m.0bryrk4_0002,m.0bryrk4,Caucasian,0bryrk4,2,28,
m.01lgdc_0003,m.01lgdc,Caucasian,01lgdc,3,44,
m.0krz__0003,m.0krz_,Caucasian,0krz_,3,51,
m.0c_zxg_0001,m.0c_zxg,Caucasian,0c_zxg,1,35,
m.01vh3r_0003,m.01vh3r,Caucasian,01vh3r,3,52,
m.0d4yp7_0001,m.0d4yp7,Caucasian,0d4yp7,1,40,
m.01mc7k7_0001,m.01mc7k7,Caucasian,01mc7k7,1,35,
m.02mkvd_0003,m.02mkvd,Caucasian,02mkvd,3,31,
m.07fwwt_0003,m.07fwwt,Caucasian,07fwwt,3,55,
m.01zbjj_0002,m.01zbjj,Caucasian,01zbjj,2,38,
m.03qgk5p_0002,m.03qgk5p,Caucasian,03qgk5p,2,26,
m.04xn9b_0001,m.04xn9b,Caucasian,04xn9b,1,58,
m.07xhz6_0001,m.07xhz6,Caucasian,07xhz6,1,39,
m.01l6qfs_0003,m.01l6qfs,Caucasian,01l6qfs,3,37,
m.0gg7r1s_0002,m.0gg7r1s,Caucasian,0gg7r1s,2,23,
m.0b_c03_0003,m.0b_c03,Caucasian,0b_c03,3,48,
m.07cchs_0002,m.07cchs,Caucasian,07cchs,2,25,
m.09wmk__0001,m.09wmk_,Caucasian,09wmk_,1,30,
m.01vt203_0002,m.01vt203,Caucasian,01vt203,2,49,
m.04134b2_0001,m.04134b2,Caucasian,04134b2,1,28,
m.048dmc_0004,m.048dmc,Caucasian,048dmc,4,53,
m.05bmz1_0002,m.05bmz1,Caucasian,05bmz1,2,24,
m.02w160n_0003,m.02w160n,Caucasian,02w160n,3,73,
m.046k2j_0002,m.046k2j,Caucasian,046k2j,2,45,
m.04lhbmd_0001,m.04lhbmd,Caucasian,04lhbmd,1,34,
m.0cgr5j_0002,m.0cgr5j,Caucasian,0cgr5j,2,53,
m.01451__0001,m.01451_,Caucasian,01451_,1,73,
m.03hl0kq_0002,m.03hl0kq,Caucasian,03hl0kq,2,48,
m.01fc08_0001,m.01fc08,Caucasian,01fc08,1,46,
m.07j8kh_0001,m.07j8kh,Caucasian,07j8kh,1,43,
m.01ppx3y_0003,m.01ppx3y,Caucasian,01ppx3y,3,47,
m.0415w2s_0003,m.0415w2s,Caucasian,0415w2s,3,34,
m.02q11v7_0004,m.02q11v7,Caucasian,02q11v7,4,43,
m.043n9t9_0002,m.043n9t9,Caucasian,043n9t9,2,42,
m.0drv7r_0001,m.0drv7r,Caucasian,0drv7r,1,42,
m.02vldwh_0001,m.02vldwh,Caucasian,02vldwh,1,65,
m.026jfvc_0001,m.026jfvc,Caucasian,026jfvc,1,30,
m.08lc3k_0003,m.08lc3k,Caucasian,08lc3k,3,28,
m.03j14t_0002,m.03j14t,Caucasian,03j14t,2,41,
m.0g6h64_0004,m.0g6h64,Caucasian,0g6h64,4,55,
m.04zvsy6_0003,m.04zvsy6,Caucasian,04zvsy6,3,44,
m.065_bw6_0002,m.065_bw6,Caucasian,065_bw6,2,22,
m.053ymk_0001,m.053ymk,Caucasian,053ymk,1,35,
m.07ysxj_0004,m.07ysxj,Caucasian,07ysxj,4,44,
m.01zbjj_0001,m.01zbjj,Caucasian,01zbjj,1,31,
m.03qcd6h_0004,m.03qcd6h,Caucasian,03qcd6h,4,20,
m.05dhgc_0003,m.05dhgc,Caucasian,05dhgc,3,40,
m.08ch24_0003,m.08ch24,Caucasian,08ch24,3,53,
m.02pqjp_0002,m.02pqjp,Caucasian,02pqjp,2,52,
m.0dfll4_0005,m.0dfll4,Caucasian,0dfll4,5,37,
m.04w9ky_0002,m.04w9ky,Caucasian,04w9ky,2,31,
m.05s_gqc_0002,m.05s_gqc,Caucasian,05s_gqc,2,33,
m.07y23k_0006,m.07y23k,Caucasian,07y23k,6,24,
m.02r6ydb_0002,m.02r6ydb,Caucasian,02r6ydb,2,47,
m.06nbvm_0002,m.06nbvm,Caucasian,06nbvm,2,42,
m.06_y8k_0001,m.06_y8k,Caucasian,06_y8k,1,23,
m.08qp4k_0003,m.08qp4k,Caucasian,08qp4k,3,54,
m.02qtdjx_0004,m.02qtdjx,Caucasian,02qtdjx,4,62,
m.01n707j_0002,m.01n707j,Caucasian,01n707j,2,42,
m.04n3skk_0003,m.04n3skk,Caucasian,04n3skk,3,21,
m.07tm2y_0004,m.07tm2y,Caucasian,07tm2y,4,49,
m.023lrv_0001,m.023lrv,Caucasian,023lrv,1,28,
m.01kmdn_0003,m.01kmdn,Caucasian,01kmdn,3,45,
m.01wmdh_0003,m.01wmdh,Caucasian,01wmdh,3,35,
m.096yh_0004,m.096yh,Caucasian,096yh,4,54,
m.03j14t_0001,m.03j14t,Caucasian,03j14t,1,33,
m.075ms__0001,m.075ms_,Caucasian,075ms_,1,22,
m.02wlk3_0001,m.02wlk3,Caucasian,02wlk3,1,37,
m.08p1jw_0002,m.08p1jw,Caucasian,08p1jw,2,39,
m.066m4g_0002,m.066m4g,Caucasian,066m4g,2,34,
m.0mdz2_0001,m.0mdz2,Caucasian,0mdz2,1,44,
m.06qz9f_0003,m.06qz9f,Caucasian,06qz9f,3,31,
m.02qjkcy_0001,m.02qjkcy,Caucasian,02qjkcy,1,77,
m.056nw7_0001,m.056nw7,Caucasian,056nw7,1,22,
m.047cc9b_0003,m.047cc9b,Caucasian,047cc9b,3,26,
m.02jp9__0001,m.02jp9_,Caucasian,02jp9_,1,49,
m.05v9zns_0003,m.05v9zns,Caucasian,05v9zns,3,39,
m.0bxdvw_0002,m.0bxdvw,Caucasian,0bxdvw,2,41,
m.05r751_0002,m.05r751,Caucasian,05r751,2,44,
m.05n65__0002,m.05n65_,Caucasian,05n65_,2,37,
m.03bmn1_0001,m.03bmn1,Caucasian,03bmn1,1,78,
m.026vl3n_0002,m.026vl3n,Caucasian,026vl3n,2,49,
m.029zrv_0003,m.029zrv,Caucasian,029zrv,3,60,
m.02qxh28_0003,m.02qxh28,Caucasian,02qxh28,3,59,
m.0967nb_0004,m.0967nb,Caucasian,0967nb,4,32,
m.0288j28_0003,m.0288j28,Caucasian,0288j28,3,38,
m.09r1n7_0002,m.09r1n7,Caucasian,09r1n7,2,20,
m.0bwss61_0003,m.0bwss61,Caucasian,0bwss61,3,43,
m.0h5m26_0001,m.0h5m26,Caucasian,0h5m26,1,36,
m.09gdn38_0002,m.09gdn38,Caucasian,09gdn38,2,31,
m.081lxk_0002,m.081lxk,Caucasian,081lxk,2,47,
m.09d8lv_0005,m.09d8lv,Caucasian,09d8lv,5,24,
m.02ps19j_0004,m.02ps19j,Caucasian,02ps19j,4,35,
m.026zhxp_0004,m.026zhxp,Caucasian,026zhxp,4,60,
m.06fp1s_0003,m.06fp1s,Caucasian,06fp1s,3,46,
m.038pq5_0001,m.038pq5,Caucasian,038pq5,1,27,
m.04rp8n_0003,m.04rp8n,Caucasian,04rp8n,3,39,
m.04y5j4n_0004,m.04y5j4n,Caucasian,04y5j4n,4,29,
m.023cf9_0002,m.023cf9,Caucasian,023cf9,2,66,
m.013r6h_0002,m.013r6h,Caucasian,013r6h,2,60,
m.09gdn38_0001,m.09gdn38,Caucasian,09gdn38,1,29,
m.02f93t_0002,m.02f93t,Caucasian,02f93t,2,67,
m.03mbjgj_0003,m.03mbjgj,Caucasian,03mbjgj,3,28,
m.022s9n_0002,m.022s9n,Caucasian,022s9n,2,59,
m.02r84d_0001,m.02r84d,Caucasian,02r84d,1,69,
m.035wq7_0004,m.035wq7,Caucasian,035wq7,4,47,
m.014hlm_0002,m.014hlm,Caucasian,014hlm,2,39,
m.0kchtv8_0001,m.0kchtv8,Caucasian,0kchtv8,1,52,
m.04ct11t_0002,m.04ct11t,Caucasian,04ct11t,2,23,
m.06js1c_0003,m.06js1c,Caucasian,06js1c,3,34,
m.03xk5q_0001,m.03xk5q,Caucasian,03xk5q,1,34,
m.01ny3c_0001,m.01ny3c,Caucasian,01ny3c,1,59,
m.0fqq2n_0002,m.0fqq2n,Caucasian,0fqq2n,2,49,
m.0hmx0mg_0002,m.0hmx0mg,Caucasian,0hmx0mg,2,31,
m.039vj4_0001,m.039vj4,Caucasian,039vj4,1,35,
m.015076_0003,m.015076,Caucasian,015076,3,25,
m.0d0mf2_0003,m.0d0mf2,Caucasian,0d0mf2,3,59,
m.01bwm5_0004,m.01bwm5,Caucasian,01bwm5,4,46,
m.01w78ry_0005,m.01w78ry,Caucasian,01w78ry,5,47,
m.0bjmjk_0004,m.0bjmjk,Caucasian,0bjmjk,4,28,
m.02nlps_0001,m.02nlps,Caucasian,02nlps,1,54,
m.06cv41_0004,m.06cv41,Caucasian,06cv41,4,37,
m.05zx1f_0004,m.05zx1f,Caucasian,05zx1f,4,29,
m.0dsbtd1_0002,m.0dsbtd1,Caucasian,0dsbtd1,2,42,
m.016lb3_0003,m.016lb3,Caucasian,016lb3,3,35,
m.04b2l__0001,m.04b2l_,Caucasian,04b2l_,1,46,
m.02qfxhy_0005,m.02qfxhy,Caucasian,02qfxhy,5,25,
m.0385fd_0003,m.0385fd,Caucasian,0385fd,3,48,
m.01y8fd_0003,m.01y8fd,Caucasian,01y8fd,3,47,
m.07f8wg_0006,m.07f8wg,Caucasian,07f8wg,6,45,
m.076xd2d_0004,m.076xd2d,Caucasian,076xd2d,4,31,
m.0jsfs9k_0005,m.0jsfs9k,Caucasian,0jsfs9k,5,26,
m.03fqnx_0002,m.03fqnx,Caucasian,03fqnx,2,53,
m.02dtfm_0002,m.02dtfm,Caucasian,02dtfm,2,41,
m.0c5_ym_0004,m.0c5_ym,Caucasian,0c5_ym,4,28,
m.029kz0_0002,m.029kz0,Caucasian,029kz0,2,39,
m.06rq4c_0001,m.06rq4c,Caucasian,06rq4c,1,38,
m.08s2ff_0003,m.08s2ff,Caucasian,08s2ff,3,32,
m.01vh3r_0002,m.01vh3r,Caucasian,01vh3r,2,44,
m.0bzync_0004,m.0bzync,Caucasian,0bzync,4,20,
m.02pz01t_0001,m.02pz01t,Caucasian,02pz01t,1,40,
m.058kqy_0003,m.058kqy,Caucasian,058kqy,3,33,
m.01vjqdw_0002,m.01vjqdw,Caucasian,01vjqdw,2,45,
m.076_tb_0003,m.076_tb,Caucasian,076_tb,3,37,
m.02wwm9w_0002,m.02wwm9w,Caucasian,02wwm9w,2,28,
m.028bfp7_0005,m.028bfp7,Caucasian,028bfp7,5,55,
m.01kdft_0001,m.01kdft,Caucasian,01kdft,1,22,
m.04zbq8_0003,m.04zbq8,Caucasian,04zbq8,3,52,
m.0fz9m7_0001,m.0fz9m7,Caucasian,0fz9m7,1,30,
m.01fr15_0003,m.01fr15,Caucasian,01fr15,3,23,
m.06znm5_0002,m.06znm5,Caucasian,06znm5,2,29,
m.01tnxc_0003,m.01tnxc,Caucasian,01tnxc,3,52,
m.05h55p7_0001,m.05h55p7,Caucasian,05h55p7,1,23,
m.0416x13_0002,m.0416x13,Caucasian,0416x13,2,49,
m.040rjq_0003,m.040rjq,Caucasian,040rjq,3,45,
m.07lj0y_0003,m.07lj0y,Caucasian,07lj0y,3,28,
m.02j6cs_0002,m.02j6cs,Caucasian,02j6cs,2,24,
m.07ymr5_0002,m.07ymr5,Caucasian,07ymr5,2,28,
m.02q5s41_0002,m.02q5s41,Caucasian,02q5s41,2,23,
m.0gbmd2h_0001,m.0gbmd2h,Caucasian,0gbmd2h,1,30,
m.0gls7mb_0002,m.0gls7mb,Caucasian,0gls7mb,2,35,
m.03f0m74_0004,m.03f0m74,Caucasian,03f0m74,4,29,
m.08t4d6_0003,m.08t4d6,Caucasian,08t4d6,3,54,
m.0bg_mp_0001,m.0bg_mp,Caucasian,0bg_mp,1,26,
m.02r3g5z_0004,m.02r3g5z,Caucasian,02r3g5z,4,30,
m.07qbxb_0002,m.07qbxb,Caucasian,07qbxb,2,33,
m.04zxz43_0001,m.04zxz43,Caucasian,04zxz43,1,37,
m.06z9m2_0003,m.06z9m2,Caucasian,06z9m2,3,69,
m.0dflym_0003,m.0dflym,Caucasian,0dflym,3,24,
m.07s4zx9_0001,m.07s4zx9,Caucasian,07s4zx9,1,21,
m.01xy8p_0002,m.01xy8p,Caucasian,01xy8p,2,52,
m.09xg8_0003,m.09xg8,Caucasian,09xg8,3,58,
m.0585mx_0003,m.0585mx,Caucasian,0585mx,3,53,
m.027vhm0_0002,m.027vhm0,Caucasian,027vhm0,2,26,
m.0g3_w3_0004,m.0g3_w3,Caucasian,0g3_w3,4,26,
m.09n_4__0003,m.09n_4_,Caucasian,09n_4_,3,42,
m.04grl4l_0002,m.04grl4l,Caucasian,04grl4l,2,22,
m.09k3l5_0002,m.09k3l5,Caucasian,09k3l5,2,30,
m.07kd18r_0001,m.07kd18r,Caucasian,07kd18r,1,27,
m.065ypz_0002,m.065ypz,Caucasian,065ypz,2,34,
m.0c6vjs_0001,m.0c6vjs,Caucasian,0c6vjs,1,51,
m.03clrkq_0004,m.03clrkq,Caucasian,03clrkq,4,35,
m.0bf_49_0003,m.0bf_49,Caucasian,0bf_49,3,38,
m.02k21g_0003,m.02k21g,Caucasian,02k21g,3,37,
m.0264609_0002,m.0264609,Caucasian,0264609,2,33,
m.07xhjs_0002,m.07xhjs,Caucasian,07xhjs,2,45,
m.029ycx_0002,m.029ycx,Caucasian,029ycx,2,56,
m.0345t1_0002,m.0345t1,Caucasian,0345t1,2,56,
m.02q4m8z_0004,m.02q4m8z,Caucasian,02q4m8z,4,50,
m.03ydsb_0001,m.03ydsb,Caucasian,03ydsb,1,30,
m.01wmdx5_0002,m.01wmdx5,Caucasian,01wmdx5,2,38,
m.02g3ds_0001,m.02g3ds,Caucasian,02g3ds,1,41,
m.0347gw_0003,m.0347gw,Caucasian,0347gw,3,40,
m.01s0hl_0002,m.01s0hl,Caucasian,01s0hl,2,52,
m.065tmb_0001,m.065tmb,Caucasian,065tmb,1,30,
m.027__w1_0004,m.027__w1,Caucasian,027__w1,4,23,
m.0n8z150_0004,m.0n8z150,Caucasian,0n8z150,4,31,
m.0cl29w_0001,m.0cl29w,Caucasian,0cl29w,1,40,
m.09gk4md_0001,m.09gk4md,Caucasian,09gk4md,1,34,
m.04wr44_0002,m.04wr44,Caucasian,04wr44,2,36,
m.03lqmd_0001,m.03lqmd,Caucasian,03lqmd,1,48,
m.0h94ntg_0002,m.0h94ntg,Caucasian,0h94ntg,2,28,
m.0f0jc3_0002,m.0f0jc3,Caucasian,0f0jc3,2,25,
m.070hf5_0003,m.070hf5,Caucasian,070hf5,3,29,
m.02zv09_0002,m.02zv09,Caucasian,02zv09,2,40,
m.04f07rj_0006,m.04f07rj,Caucasian,04f07rj,6,37,
m.06swrp_0003,m.06swrp,Caucasian,06swrp,3,34,
m.0288yd_0001,m.0288yd,Caucasian,0288yd,1,36,
m.0ghbzh_0001,m.0ghbzh,Caucasian,0ghbzh,1,47,
m.031jqk_0002,m.031jqk,Caucasian,031jqk,2,26,
m.0ch09r_0005,m.0ch09r,Caucasian,0ch09r,5,47,
m.04llzp_0002,m.04llzp,Caucasian,04llzp,2,51,
m.03vb_0_0003,m.03vb_0,Caucasian,03vb_0,3,48,
m.01d_7n_0002,m.01d_7n,Caucasian,01d_7n,2,54,
m.0fjrcl_0001,m.0fjrcl,Caucasian,0fjrcl,1,25,
m.0gctmg_0003,m.0gctmg,Caucasian,0gctmg,3,60,
m.03002m_0001,m.03002m,Caucasian,03002m,1,38,
m.04y1b_0003,m.04y1b,Caucasian,04y1b,3,68,
m.06m0g1_0002,m.06m0g1,Caucasian,06m0g1,2,50,
m.0f_j41_0003,m.0f_j41,Caucasian,0f_j41,3,48,
m.04pck2_0004,m.04pck2,Caucasian,04pck2,4,41,
m.09s93z_0004,m.09s93z,Caucasian,09s93z,4,27,
m.07yz7f_0004,m.07yz7f,Caucasian,07yz7f,4,45,
m.05hvy4_0002,m.05hvy4,Caucasian,05hvy4,2,29,
m.01k15v1_0003,m.01k15v1,Caucasian,01k15v1,3,48,
m.04kc9m_0003,m.04kc9m,Caucasian,04kc9m,3,59,
m.05pg_g_0002,m.05pg_g,Caucasian,05pg_g,2,45,
m.01v42g_0003,m.01v42g,Caucasian,01v42g,3,44,
m.0brpvb_0001,m.0brpvb,Caucasian,0brpvb,1,40,
m.02k5zb_0001,m.02k5zb,Caucasian,02k5zb,1,43,
m.039gxl_0001,m.039gxl,Caucasian,039gxl,1,27,
m.08v3yc_0003,m.08v3yc,Caucasian,08v3yc,3,42,
m.030n50_0002,m.030n50,Caucasian,030n50,2,33,
m.01g1yy_0002,m.01g1yy,Caucasian,01g1yy,2,60,
m.01mqgf_0002,m.01mqgf,Caucasian,01mqgf,2,40,
m.027km64_0002,m.027km64,Caucasian,027km64,2,53,
m.0gjc6m0_0002,m.0gjc6m0,Caucasian,0gjc6m0,2,43,
m.062j_j_0003,m.062j_j,Caucasian,062j_j,3,57,
m.03g_94z_0003,m.03g_94z,Caucasian,03g_94z,3,32,
m.02pn4z4_0004,m.02pn4z4,Caucasian,02pn4z4,4,23,
m.0fb7hp_0002,m.0fb7hp,Caucasian,0fb7hp,2,46,
m.0p_r5_0001,m.0p_r5,Caucasian,0p_r5,1,39,
m.034g2b_0004,m.034g2b,Caucasian,034g2b,4,40,
m.08mxlb_0003,m.08mxlb,Caucasian,08mxlb,3,64,
m.0ds80xb_0003,m.0ds80xb,Caucasian,0ds80xb,3,23,
m.0bvy7xr_0001,m.0bvy7xr,Caucasian,0bvy7xr,1,57,
m.03yz7n6_0001,m.03yz7n6,Caucasian,03yz7n6,1,43,
m.02qfxhy_0002,m.02qfxhy,Caucasian,02qfxhy,2,25,
m.026zhxp_0005,m.026zhxp,Caucasian,026zhxp,5,74,
m.074g02_0001,m.074g02,Caucasian,074g02,1,25,
m.08_m2x_0002,m.08_m2x,Caucasian,08_m2x,2,61,
m.0c2fvr_0004,m.0c2fvr,Caucasian,0c2fvr,4,43,
m.02vldwh_0003,m.02vldwh,Caucasian,02vldwh,3,54,
m.01l3mw_0003,m.01l3mw,Caucasian,01l3mw,3,60,
m.06jp4q_0003,m.06jp4q,Caucasian,06jp4q,3,39,
m.09gwd7_0002,m.09gwd7,Caucasian,09gwd7,2,21,
m.07vl31_0002,m.07vl31,Caucasian,07vl31,2,28,
m.067fmb_0004,m.067fmb,Caucasian,067fmb,4,28,
m.03d6zy4_0003,m.03d6zy4,Caucasian,03d6zy4,3,25,
m.05z_hdm_0002,m.05z_hdm,Caucasian,05z_hdm,2,37,
m.02244j_0002,m.02244j,Caucasian,02244j,2,63,
m.0fqw4__0001,m.0fqw4_,Caucasian,0fqw4_,1,26,
m.070_kf_0003,m.070_kf,Caucasian,070_kf,3,33,
m.0k29vbc_0001,m.0k29vbc,Caucasian,0k29vbc,1,23,
m.0389h7_0002,m.0389h7,Caucasian,0389h7,2,37,
m.01l_vgt_0003,m.01l_vgt,Caucasian,01l_vgt,3,49,
m.0r4ps4l_0003,m.0r4ps4l,Caucasian,0r4ps4l,3,25,
m.08rns6_0004,m.08rns6,Caucasian,08rns6,4,64,
m.0bmb12z_0002,m.0bmb12z,Caucasian,0bmb12z,2,36,
m.0d_3hq_0002,m.0d_3hq,Caucasian,0d_3hq,2,43,
m.064ksl__0004,m.064ksl_,Caucasian,064ksl_,4,48,
m.072d5h_0003,m.072d5h,Caucasian,072d5h,3,46,
m.01gm43_0001,m.01gm43,Caucasian,01gm43,1,70,
m.0k4015_0002,m.0k4015,Caucasian,0k4015,2,31,
m.089hgp_0002,m.089hgp,Caucasian,089hgp,2,43,
m.04lcf6_0002,m.04lcf6,Caucasian,04lcf6,2,30,
m.097810_0001,m.097810,Caucasian,097810,1,36,
m.09zmys_0004,m.09zmys,Caucasian,09zmys,4,51,
m.0bg_mp_0003,m.0bg_mp,Caucasian,0bg_mp,3,41,
m.04crbhv_0001,m.04crbhv,Caucasian,04crbhv,1,20,
m.05zpsmw_0002,m.05zpsmw,Caucasian,05zpsmw,2,30,
m.01rq7g2_0004,m.01rq7g2,Caucasian,01rq7g2,4,43,
m.067k19_0001,m.067k19,Caucasian,067k19,1,49,
m.03bz3s8_0001,m.03bz3s8,Caucasian,03bz3s8,1,30,
m.01vtj24_0001,m.01vtj24,Caucasian,01vtj24,1,27,
m.02q1vkp_0002,m.02q1vkp,Caucasian,02q1vkp,2,33,
m.0kvk5yk_0002,m.0kvk5yk,Caucasian,0kvk5yk,2,26,
m.01df1y_0003,m.01df1y,Caucasian,01df1y,3,55,
m.0r8l0k9_0002,m.0r8l0k9,Caucasian,0r8l0k9,2,66,
m.03kcyd_0003,m.03kcyd,Caucasian,03kcyd,3,39,
m.09xv1s_0004,m.09xv1s,Caucasian,09xv1s,4,24,
m.01r5wc_0004,m.01r5wc,Caucasian,01r5wc,4,47,
m.01q810_0001,m.01q810,Caucasian,01q810,1,22,
m.0bq58m_0002,m.0bq58m,Caucasian,0bq58m,2,31,
m.0cxmp6_0002,m.0cxmp6,Caucasian,0cxmp6,2,31,
m.0rytzv1_0003,m.0rytzv1,Caucasian,0rytzv1,3,29,
m.055pfp_0002,m.055pfp,Caucasian,055pfp,2,57,
m.04qchv_0003,m.04qchv,Caucasian,04qchv,3,64,
m.0n4bn92_0001,m.0n4bn92,Caucasian,0n4bn92,1,29,
m.01tg36f_0002,m.01tg36f,Caucasian,01tg36f,2,37,
m.07qckf_0002,m.07qckf,Caucasian,07qckf,2,22,
m.05lw7l_0003,m.05lw7l,Caucasian,05lw7l,3,47,
m.01wzz4w_0004,m.01wzz4w,Caucasian,01wzz4w,4,50,
m.05vq6r9_0002,m.05vq6r9,Caucasian,05vq6r9,2,52,
m.02zrgt_0001,m.02zrgt,Caucasian,02zrgt,1,42,
m.04gp917_0001,m.04gp917,Caucasian,04gp917,1,49,
m.043tg_0001,m.043tg,Caucasian,043tg,1,53,
m.0n52_0j_0001,m.0n52_0j,Caucasian,0n52_0j,1,54,
m.07939s_0002,m.07939s,Caucasian,07939s,2,30,
m.02phppl_0002,m.02phppl,Caucasian,02phppl,2,37,
m.070cmt_0001,m.070cmt,Caucasian,070cmt,1,39,
m.07qyl3_0001,m.07qyl3,Caucasian,07qyl3,1,39,
m.03gtx4n_0001,m.03gtx4n,Caucasian,03gtx4n,1,35,
m.08wpfw_0003,m.08wpfw,Caucasian,08wpfw,3,22,
m.04ygxkt_0001,m.04ygxkt,Caucasian,04ygxkt,1,19,
m.0g36rz_0001,m.0g36rz,Caucasian,0g36rz,1,34,
m.092fmj_0003,m.092fmj,Caucasian,092fmj,3,32,
m.028tyf_0003,m.028tyf,Caucasian,028tyf,3,47,
m.01ww_7h_0001,m.01ww_7h,Caucasian,01ww_7h,1,44,
m.0h1dn6q_0001,m.0h1dn6q,Caucasian,0h1dn6q,1,36,
m.05nz3b_0003,m.05nz3b,Caucasian,05nz3b,3,59,
m.05mykr_0003,m.05mykr,Caucasian,05mykr,3,31,
m.05t01gy_0001,m.05t01gy,Caucasian,05t01gy,1,22,
m.06fqnk_0003,m.06fqnk,Caucasian,06fqnk,3,41,
m.02l9t8_0003,m.02l9t8,Caucasian,02l9t8,3,51,
m.02x3d98_0002,m.02x3d98,Caucasian,02x3d98,2,25,
m.01l03w2_0002,m.01l03w2,Caucasian,01l03w2,2,68,
